"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2017 18:30 - 01.01.2017 19:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","0","n/e","2703","4520"
"United Kingdom (UK)","01.01.2017 19:00 - 01.01.2017 19:30 (UTC)","N/A","n/e","n/e","15055","4354","0","n/e","n/e","n/e","568","","1209","n/e","n/e","7178","2127","n/e","0","n/e","2913","4399"
"United Kingdom (UK)","01.01.2017 19:30 - 01.01.2017 20:00 (UTC)","N/A","n/e","n/e","15042","4302","0","n/e","n/e","n/e","341","","1202","n/e","n/e","7199","2129","n/e","0","n/e","2904","4232"
"United Kingdom (UK)","01.01.2017 20:00 - 01.01.2017 20:30 (UTC)","N/A","n/e","n/e","14258","3793","0","n/e","n/e","n/e","573","","1120","n/e","n/e","7197","2128","n/e","0","n/e","2982","3992"
"United Kingdom (UK)","01.01.2017 20:30 - 01.01.2017 21:00 (UTC)","N/A","n/e","n/e","13387","3358","0","n/e","n/e","n/e","1090","","1081","n/e","n/e","7345","2132","n/e","0","n/e","2853","3801"
"United Kingdom (UK)","01.01.2017 21:00 - 01.01.2017 21:30 (UTC)","N/A","n/e","n/e","13203","3361","0","n/e","n/e","n/e","344","","980","n/e","n/e","7413","2132","n/e","0","n/e","2945","3749"
"United Kingdom (UK)","01.01.2017 21:30 - 01.01.2017 22:00 (UTC)","N/A","n/e","n/e","12215","3360","0","n/e","n/e","n/e","418","","942","n/e","n/e","7414","2116","n/e","0","n/e","2799","3544"
"United Kingdom (UK)","01.01.2017 22:00 - 01.01.2017 22:30 (UTC)","N/A","n/e","n/e","11564","3364","0","n/e","n/e","n/e","516","","936","n/e","n/e","7419","2125","n/e","0","n/e","2590","3499"
"United Kingdom (UK)","01.01.2017 22:30 - 01.01.2017 23:00 (UTC)","N/A","n/e","n/e","11207","3363","0","n/e","n/e","n/e","680","","937","n/e","n/e","7422","2127","n/e","0","n/e","2369","3139"
"United Kingdom (UK)","01.01.2017 23:00 - 01.01.2017 23:30 (UTC)","N/A","n/e","n/e","10502","3353","0","n/e","n/e","n/e","40","","775","n/e","n/e","7413","2124","n/e","0","n/e","2290","2970"
"United Kingdom (UK)","01.01.2017 23:30 - 02.01.2017 00:00 (UTC)","N/A","n/e","n/e","9411","3316","0","n/e","n/e","n/e","0","","769","n/e","n/e","7421","2125","n/e","0","n/e","2329","2938"
"United Kingdom (UK)","02.01.2017 00:00 - 02.01.2017 00:30 (UTC)","N/A","n/e","n/e","8887","3253","0","n/e","n/e","n/e","0","","766","n/e","n/e","7412","2127","n/e","0","n/e","2073","2823"
"United Kingdom (UK)","02.01.2017 00:30 - 02.01.2017 01:00 (UTC)","N/A","n/e","n/e","8756","3288","0","n/e","n/e","n/e","0","","769","n/e","n/e","7427","2118","n/e","0","n/e","2039","2620"
"United Kingdom (UK)","02.01.2017 01:00 - 02.01.2017 01:30 (UTC)","N/A","n/e","n/e","8923","3362","0","n/e","n/e","n/e","0","","770","n/e","n/e","7415","2128","n/e","0","n/e","2102","2424"
"United Kingdom (UK)","02.01.2017 01:30 - 02.01.2017 02:00 (UTC)","N/A","n/e","n/e","8123","3358","0","n/e","n/e","n/e","0","","671","n/e","n/e","7429","2124","n/e","0","n/e","2306","2435"
"United Kingdom (UK)","02.01.2017 02:00 - 02.01.2017 02:30 (UTC)","N/A","n/e","n/e","7766","3320","0","n/e","n/e","n/e","0","","663","n/e","n/e","7419","2124","n/e","0","n/e","2388","2338"
"United Kingdom (UK)","02.01.2017 02:30 - 02.01.2017 03:00 (UTC)","N/A","n/e","n/e","7626","3303","0","n/e","n/e","n/e","0","","652","n/e","n/e","7413","2129","n/e","0","n/e","2412","2371"
"United Kingdom (UK)","02.01.2017 03:00 - 02.01.2017 03:30 (UTC)","N/A","n/e","n/e","8150","3099","0","n/e","n/e","n/e","0","","651","n/e","n/e","7423","2062","n/e","0","n/e","2275","2356"
"United Kingdom (UK)","02.01.2017 03:30 - 02.01.2017 04:00 (UTC)","N/A","n/e","n/e","7802","3096","0","n/e","n/e","n/e","0","","653","n/e","n/e","7499","2130","n/e","0","n/e","2210","2408"
"United Kingdom (UK)","02.01.2017 04:00 - 02.01.2017 04:30 (UTC)","N/A","n/e","n/e","7932","3102","0","n/e","n/e","n/e","0","","649","n/e","n/e","7510","2130","n/e","0","n/e","2061","2360"
"United Kingdom (UK)","02.01.2017 04:30 - 02.01.2017 05:00 (UTC)","N/A","n/e","n/e","8031","3102","0","n/e","n/e","n/e","0","","638","n/e","n/e","7512","2129","n/e","0","n/e","1947","2384"
"United Kingdom (UK)","02.01.2017 05:00 - 02.01.2017 05:30 (UTC)","N/A","n/e","n/e","8487","3103","0","n/e","n/e","n/e","0","","636","n/e","n/e","7517","2129","n/e","0","n/e","1896","2341"
"United Kingdom (UK)","02.01.2017 05:30 - 02.01.2017 06:00 (UTC)","N/A","n/e","n/e","8823","3100","0","n/e","n/e","n/e","0","","634","n/e","n/e","7509","2126","n/e","0","n/e","1856","2346"
"United Kingdom (UK)","02.01.2017 06:00 - 02.01.2017 06:30 (UTC)","N/A","n/e","n/e","9166","3262","0","n/e","n/e","n/e","0","","629","n/e","n/e","7564","2129","n/e","0","n/e","1673","2312"
"United Kingdom (UK)","02.01.2017 06:30 - 02.01.2017 07:00 (UTC)","N/A","n/e","n/e","9993","3362","0","n/e","n/e","n/e","149","","626","n/e","n/e","7578","2129","n/e","0","n/e","1777","2368"
"United Kingdom (UK)","02.01.2017 07:00 - 02.01.2017 07:30 (UTC)","N/A","n/e","n/e","10340","3581","0","n/e","n/e","n/e","76","","860","n/e","n/e","7569","2126","n/e","0","n/e","1997","2398"
"United Kingdom (UK)","02.01.2017 07:30 - 02.01.2017 08:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","0","n/e","1946","2501"
"United Kingdom (UK)","02.01.2017 08:00 - 02.01.2017 08:30 (UTC)","N/A","n/e","n/e","12442","3597","0","n/e","n/e","n/e","188","","856","n/e","n/e","7568","2125","n/e","61","n/e","1507","2376"
"United Kingdom (UK)","02.01.2017 08:30 - 02.01.2017 09:00 (UTC)","N/A","n/e","n/e","13434","3598","0","n/e","n/e","n/e","366","","855","n/e","n/e","7568","2123","n/e","406","n/e","1729","2502"
"United Kingdom (UK)","02.01.2017 09:00 - 02.01.2017 09:30 (UTC)","N/A","n/e","n/e","14689","3589","0","n/e","n/e","n/e","537","","990","n/e","n/e","7566","2125","n/e","1120","n/e","1602","2477"
"United Kingdom (UK)","02.01.2017 09:30 - 02.01.2017 10:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","1980","n/e","1337","2396"
"United Kingdom (UK)","02.01.2017 10:00 - 02.01.2017 10:30 (UTC)","N/A","n/e","n/e","16594","3740","0","n/e","n/e","n/e","344","","1051","n/e","n/e","7549","2115","n/e","2760","n/e","1274","2433"
"United Kingdom (UK)","02.01.2017 10:30 - 02.01.2017 11:00 (UTC)","N/A","n/e","n/e","17024","3852","0","n/e","n/e","n/e","373","","1029","n/e","n/e","7547","2138","n/e","3360","n/e","1171","2432"
"United Kingdom (UK)","02.01.2017 11:00 - 02.01.2017 11:30 (UTC)","N/A","n/e","n/e","17010","3897","0","n/e","n/e","n/e","372","","1082","n/e","n/e","7561","2124","n/e","3710","n/e","1100","2423"
"United Kingdom (UK)","02.01.2017 11:30 - 02.01.2017 12:00 (UTC)","N/A","n/e","n/e","17200","3915","0","n/e","n/e","n/e","341","","1100","n/e","n/e","7567","2128","n/e","4060","n/e","1186","2396"
"United Kingdom (UK)","02.01.2017 12:00 - 02.01.2017 12:30 (UTC)","N/A","n/e","n/e","17168","3953","0","n/e","n/e","n/e","347","","1062","n/e","n/e","7559","2124","n/e","4040","n/e","1270","2486"
"United Kingdom (UK)","02.01.2017 12:30 - 02.01.2017 13:00 (UTC)","N/A","n/e","n/e","17196","3976","0","n/e","n/e","n/e","382","","1025","n/e","n/e","7558","2126","n/e","3980","n/e","1222","2615"
"United Kingdom (UK)","02.01.2017 13:00 - 02.01.2017 13:30 (UTC)","N/A","n/e","n/e","17018","4172","0","n/e","n/e","n/e","382","","918","n/e","n/e","7562","2071","n/e","3670","n/e","1211","2728"
"United Kingdom (UK)","02.01.2017 13:30 - 02.01.2017 14:00 (UTC)","N/A","n/e","n/e","17039","4184","0","n/e","n/e","n/e","392","","907","n/e","n/e","7560","2070","n/e","3140","n/e","1184","2799"
"United Kingdom (UK)","02.01.2017 14:00 - 02.01.2017 14:30 (UTC)","N/A","n/e","n/e","17066","4207","0","n/e","n/e","n/e","385","","908","n/e","n/e","7565","2100","n/e","2470","n/e","1346","2855"
"United Kingdom (UK)","02.01.2017 14:30 - 02.01.2017 15:00 (UTC)","N/A","n/e","n/e","17415","4309","0","n/e","n/e","n/e","429","","949","n/e","n/e","7559","2070","n/e","1690","n/e","1404","2886"
"United Kingdom (UK)","02.01.2017 15:00 - 02.01.2017 15:30 (UTC)","N/A","n/e","n/e","18089","4468","0","n/e","n/e","n/e","403","","958","n/e","n/e","7567","2073","n/e","873","n/e","1444","2826"
"United Kingdom (UK)","02.01.2017 15:30 - 02.01.2017 16:00 (UTC)","N/A","n/e","n/e","19305","4723","0","n/e","n/e","n/e","341","","960","n/e","n/e","7572","2126","n/e","263","n/e","1409","2971"
"United Kingdom (UK)","02.01.2017 16:00 - 02.01.2017 16:30 (UTC)","N/A","n/e","n/e","20138","4916","0","n/e","n/e","n/e","341","","1010","n/e","n/e","7561","2126","n/e","22","n/e","1286","2979"
"United Kingdom (UK)","02.01.2017 16:30 - 02.01.2017 17:00 (UTC)","N/A","n/e","n/e","22040","5477","0","n/e","n/e","n/e","1044","","1217","n/e","n/e","7570","2106","n/e","0","n/e","1299","2930"
"United Kingdom (UK)","02.01.2017 17:00 - 02.01.2017 17:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","0","n/e","1165","2877"
"United Kingdom (UK)","02.01.2017 17:30 - 02.01.2017 18:00 (UTC)","N/A","n/e","n/e","23169","5573","0","n/e","n/e","n/e","1764","","1278","n/e","n/e","7610","2126","n/e","0","n/e","1132","2829"
"United Kingdom (UK)","02.01.2017 18:00 - 02.01.2017 18:30 (UTC)","N/A","n/e","n/e","23515","5633","0","n/e","n/e","n/e","1090","","1272","n/e","n/e","7627","2119","n/e","0","n/e","1117","2864"
"United Kingdom (UK)","02.01.2017 18:30 - 02.01.2017 19:00 (UTC)","N/A","n/e","n/e","23429","5686","0","n/e","n/e","n/e","427","","1268","n/e","n/e","7640","2120","n/e","0","n/e","1190","2796"
"United Kingdom (UK)","02.01.2017 19:00 - 02.01.2017 19:30 (UTC)","N/A","n/e","n/e","23124","5593","0","n/e","n/e","n/e","993","","1139","n/e","n/e","7621","2126","n/e","0","n/e","1248","2768"
"United Kingdom (UK)","02.01.2017 19:30 - 02.01.2017 20:00 (UTC)","N/A","n/e","n/e","22318","5524","0","n/e","n/e","n/e","1065","","1114","n/e","n/e","7628","2129","n/e","0","n/e","1260","2864"
"United Kingdom (UK)","02.01.2017 20:00 - 02.01.2017 20:30 (UTC)","N/A","n/e","n/e","21382","5518","0","n/e","n/e","n/e","497","","1053","n/e","n/e","7629","2127","n/e","0","n/e","1299","3007"
"United Kingdom (UK)","02.01.2017 20:30 - 02.01.2017 21:00 (UTC)","N/A","n/e","n/e","20194","5458","0","n/e","n/e","n/e","420","","945","n/e","n/e","7617","2086","n/e","0","n/e","1062","3182"
"United Kingdom (UK)","02.01.2017 21:00 - 02.01.2017 21:30 (UTC)","N/A","n/e","n/e","19663","5013","0","n/e","n/e","n/e","478","","867","n/e","n/e","7618","2122","n/e","0","n/e","1017","3342"
"United Kingdom (UK)","02.01.2017 21:30 - 02.01.2017 22:00 (UTC)","N/A","n/e","n/e","17980","4359","0","n/e","n/e","n/e","383","","828","n/e","n/e","7620","2098","n/e","0","n/e","1138","3441"
"United Kingdom (UK)","02.01.2017 22:00 - 02.01.2017 22:30 (UTC)","N/A","n/e","n/e","17163","3410","0","n/e","n/e","n/e","499","","836","n/e","n/e","7617","2120","n/e","0","n/e","1295","3488"
"United Kingdom (UK)","02.01.2017 22:30 - 02.01.2017 23:00 (UTC)","N/A","n/e","n/e","15463","3186","0","n/e","n/e","n/e","384","","838","n/e","n/e","7625","2056","n/e","0","n/e","1383","3527"
"United Kingdom (UK)","02.01.2017 23:00 - 02.01.2017 23:30 (UTC)","N/A","n/e","n/e","13461","3316","0","n/e","n/e","n/e","53","","725","n/e","n/e","7619","2065","n/e","0","n/e","1470","3468"
"United Kingdom (UK)","02.01.2017 23:30 - 03.01.2017 00:00 (UTC)","N/A","n/e","n/e","11060","3371","0","n/e","n/e","n/e","40","","724","n/e","n/e","7631","2044","n/e","0","n/e","1376","3723"
"United Kingdom (UK)","03.01.2017 00:00 - 03.01.2017 00:30 (UTC)","N/A","n/e","n/e","10362","3279","0","n/e","n/e","n/e","40","","723","n/e","n/e","7628","2051","n/e","0","n/e","1399","3753"
"United Kingdom (UK)","03.01.2017 00:30 - 03.01.2017 01:00 (UTC)","N/A","n/e","n/e","10160","3375","0","n/e","n/e","n/e","40","","720","n/e","n/e","7644","2124","n/e","0","n/e","1564","3948"
"United Kingdom (UK)","03.01.2017 01:00 - 03.01.2017 01:30 (UTC)","N/A","n/e","n/e","9821","3274","0","n/e","n/e","n/e","0","","683","n/e","n/e","7631","2123","n/e","0","n/e","1681","3911"
"United Kingdom (UK)","03.01.2017 01:30 - 03.01.2017 02:00 (UTC)","N/A","n/e","n/e","9360","3194","0","n/e","n/e","n/e","0","","668","n/e","n/e","7634","2123","n/e","0","n/e","1651","3825"
"United Kingdom (UK)","03.01.2017 02:00 - 03.01.2017 02:30 (UTC)","N/A","n/e","n/e","8854","3200","0","n/e","n/e","n/e","0","","670","n/e","n/e","7636","2123","n/e","0","n/e","1740","3810"
"United Kingdom (UK)","03.01.2017 02:30 - 03.01.2017 03:00 (UTC)","N/A","n/e","n/e","8481","3203","0","n/e","n/e","n/e","0","","673","n/e","n/e","7636","2127","n/e","0","n/e","1597","3761"
"United Kingdom (UK)","03.01.2017 03:00 - 03.01.2017 03:30 (UTC)","N/A","n/e","n/e","8971","3333","0","n/e","n/e","n/e","0","","684","n/e","n/e","7625","2126","n/e","0","n/e","1664","3893"
"United Kingdom (UK)","03.01.2017 03:30 - 03.01.2017 04:00 (UTC)","N/A","n/e","n/e","8435","3417","0","n/e","n/e","n/e","0","","698","n/e","n/e","7630","2125","n/e","0","n/e","1530","3888"
"United Kingdom (UK)","03.01.2017 04:00 - 03.01.2017 04:30 (UTC)","N/A","n/e","n/e","9084","3629","0","n/e","n/e","n/e","0","","703","n/e","n/e","7624","2116","n/e","0","n/e","1445","3935"
"United Kingdom (UK)","03.01.2017 04:30 - 03.01.2017 05:00 (UTC)","N/A","n/e","n/e","9272","3666","0","n/e","n/e","n/e","0","","661","n/e","n/e","7626","2125","n/e","0","n/e","1419","3888"
"United Kingdom (UK)","03.01.2017 05:00 - 03.01.2017 05:30 (UTC)","N/A","n/e","n/e","9310","3685","0","n/e","n/e","n/e","0","","713","n/e","n/e","7631","2126","n/e","0","n/e","1532","4000"
"United Kingdom (UK)","03.01.2017 05:30 - 03.01.2017 06:00 (UTC)","N/A","n/e","n/e","9752","3821","0","n/e","n/e","n/e","0","","708","n/e","n/e","7580","2129","n/e","0","n/e","1676","3906"
"United Kingdom (UK)","03.01.2017 06:00 - 03.01.2017 06:30 (UTC)","N/A","n/e","n/e","10420","4131","0","n/e","n/e","n/e","0","","709","n/e","n/e","7495","2124","n/e","0","n/e","1771","3822"
"United Kingdom (UK)","03.01.2017 06:30 - 03.01.2017 07:00 (UTC)","N/A","n/e","n/e","12278","4665","0","n/e","n/e","n/e","40","","730","n/e","n/e","7493","2122","n/e","0","n/e","1910","3817"
"United Kingdom (UK)","03.01.2017 07:00 - 03.01.2017 07:30 (UTC)","N/A","n/e","n/e","14553","5024","0","n/e","n/e","n/e","446","","810","n/e","n/e","7482","2124","n/e","0","n/e","1804","3862"
"United Kingdom (UK)","03.01.2017 07:30 - 03.01.2017 08:00 (UTC)","N/A","n/e","n/e","17262","5300","0","n/e","n/e","n/e","341","","796","n/e","n/e","7485","2123","n/e","1","n/e","1927","3861"
"United Kingdom (UK)","03.01.2017 08:00 - 03.01.2017 08:30 (UTC)","N/A","n/e","n/e","18050","5647","0","n/e","n/e","n/e","341","","792","n/e","n/e","7500","2069","n/e","81","n/e","2076","4156"
"United Kingdom (UK)","03.01.2017 08:30 - 03.01.2017 09:00 (UTC)","N/A","n/e","n/e","19326","5810","0","n/e","n/e","n/e","381","","773","n/e","n/e","7486","1480","n/e","348","n/e","2210","4347"
"United Kingdom (UK)","03.01.2017 09:00 - 03.01.2017 09:30 (UTC)","N/A","n/e","n/e","19980","6045","0","n/e","n/e","n/e","363","","777","n/e","n/e","7488","1481","n/e","780","n/e","2399","4575"
"United Kingdom (UK)","03.01.2017 09:30 - 03.01.2017 10:00 (UTC)","N/A","n/e","n/e","20199","6019","0","n/e","n/e","n/e","386","","813","n/e","n/e","7497","1478","n/e","1220","n/e","2327","4699"
"United Kingdom (UK)","03.01.2017 10:00 - 03.01.2017 10:30 (UTC)","N/A","n/e","n/e","20103","6072","0","n/e","n/e","n/e","378","","812","n/e","n/e","7370","1478","n/e","1520","n/e","2587","4861"
