"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","03.03.2017 01:30 - 03.03.2017 02:00 (UTC)","N/A","n/e","n/e","12003","1382","0","n/e","n/e","n/e","0","","510","n/e","n/e","7966","2048","n/e","0","n/e","1972","1904"
"United Kingdom (UK)","03.03.2017 02:00 - 03.03.2017 02:30 (UTC)","N/A","n/e","n/e","11471","1373","0","n/e","n/e","n/e","0","","507","n/e","n/e","7974","2105","n/e","0","n/e","2060","1797"
"United Kingdom (UK)","03.03.2017 02:30 - 03.03.2017 03:00 (UTC)","N/A","n/e","n/e","11319","1363","0","n/e","n/e","n/e","0","","509","n/e","n/e","7965","2119","n/e","0","n/e","2212","1751"
"United Kingdom (UK)","03.03.2017 03:00 - 03.03.2017 03:30 (UTC)","N/A","n/e","n/e","11349","1356","0","n/e","n/e","n/e","0","","510","n/e","n/e","7969","2120","n/e","0","n/e","2074","1643"
"United Kingdom (UK)","03.03.2017 03:30 - 03.03.2017 04:00 (UTC)","N/A","n/e","n/e","11238","1358","0","n/e","n/e","n/e","0","","510","n/e","n/e","7960","2121","n/e","0","n/e","2017","1520"
"United Kingdom (UK)","03.03.2017 04:00 - 03.03.2017 04:30 (UTC)","N/A","n/e","n/e","11265","1358","0","n/e","n/e","n/e","0","","510","n/e","n/e","7980","2117","n/e","0","n/e","1796","1439"
"United Kingdom (UK)","03.03.2017 04:30 - 03.03.2017 05:00 (UTC)","N/A","n/e","n/e","11277","1387","0","n/e","n/e","n/e","0","","508","n/e","n/e","7975","2117","n/e","0","n/e","1618","1449"
"United Kingdom (UK)","03.03.2017 05:00 - 03.03.2017 05:30 (UTC)","N/A","n/e","n/e","11843","1395","0","n/e","n/e","n/e","0","","557","n/e","n/e","7967","2118","n/e","0","n/e","1567","1398"
"United Kingdom (UK)","03.03.2017 05:30 - 03.03.2017 06:00 (UTC)","N/A","n/e","n/e","12893","1573","0","n/e","n/e","n/e","0","","581","n/e","n/e","7971","2118","n/e","0","n/e","1578","1382"
"United Kingdom (UK)","03.03.2017 06:00 - 03.03.2017 06:30 (UTC)","N/A","n/e","n/e","13454","1776","0","n/e","n/e","n/e","0","","598","n/e","n/e","7974","2119","n/e","0","n/e","1676","1362"
"United Kingdom (UK)","03.03.2017 06:30 - 03.03.2017 07:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","3","n/e","1582","1372"
"United Kingdom (UK)","03.03.2017 07:00 - 03.03.2017 07:30 (UTC)","N/A","n/e","n/e","18320","2604","0","n/e","n/e","n/e","306","","970","n/e","n/e","7972","2118","n/e","65","n/e","1694","1385"
"United Kingdom (UK)","03.03.2017 07:30 - 03.03.2017 08:00 (UTC)","N/A","n/e","n/e","20990","2910","0","n/e","n/e","n/e","688","","998","n/e","n/e","7957","2118","n/e","165","n/e","1597","1416"
"United Kingdom (UK)","03.03.2017 08:00 - 03.03.2017 08:30 (UTC)","N/A","n/e","n/e","21438","3180","0","n/e","n/e","n/e","708","","997","n/e","n/e","7959","2118","n/e","131","n/e","1875","1492"
"United Kingdom (UK)","03.03.2017 08:30 - 03.03.2017 09:00 (UTC)","N/A","n/e","n/e","22094","3512","0","n/e","n/e","n/e","445","","1065","n/e","n/e","7956","2115","n/e","429","n/e","1722","1515"
"United Kingdom (UK)","03.03.2017 09:00 - 03.03.2017 09:30 (UTC)","N/A","n/e","n/e","22249","3598","0","n/e","n/e","n/e","435","","1061","n/e","n/e","7970","2119","n/e","574","n/e","1725","1572"
"United Kingdom (UK)","03.03.2017 09:30 - 03.03.2017 10:00 (UTC)","N/A","n/e","n/e","22370","3733","0","n/e","n/e","n/e","820","","1060","n/e","n/e","7950","2118","n/e","716","n/e","1928","1621"
"United Kingdom (UK)","03.03.2017 10:00 - 03.03.2017 10:30 (UTC)","N/A","n/e","n/e","22314","3594","0","n/e","n/e","n/e","813","","1060","n/e","n/e","7959","2116","n/e","845","n/e","1848","1587"
"United Kingdom (UK)","03.03.2017 10:30 - 03.03.2017 11:00 (UTC)","N/A","n/e","n/e","22378","3518","0","n/e","n/e","n/e","666","","1064","n/e","n/e","7954","2111","n/e","997","n/e","1991","1621"
"United Kingdom (UK)","03.03.2017 11:00 - 03.03.2017 11:30 (UTC)","N/A","n/e","n/e","22258","3414","0","n/e","n/e","n/e","857","","1018","n/e","n/e","7964","2115","n/e","1060","n/e","1940","1684"
"United Kingdom (UK)","03.03.2017 11:30 - 03.03.2017 12:00 (UTC)","N/A","n/e","n/e","22443","3622","0","n/e","n/e","n/e","624","","985","n/e","n/e","7959","1473","n/e","1240","n/e","1879","1742"
"United Kingdom (UK)","03.03.2017 12:00 - 03.03.2017 12:30 (UTC)","N/A","n/e","n/e","22529","3639","0","n/e","n/e","n/e","1006","","1070","n/e","n/e","7952","1472","n/e","1280","n/e","1673","1775"
"United Kingdom (UK)","03.03.2017 12:30 - 03.03.2017 13:00 (UTC)","N/A","n/e","n/e","22563","3826","0","n/e","n/e","n/e","835","","1091","n/e","n/e","7959","1470","n/e","1270","n/e","1625","1815"
"United Kingdom (UK)","03.03.2017 13:00 - 03.03.2017 13:30 (UTC)","N/A","n/e","n/e","22567","3774","0","n/e","n/e","n/e","334","","1014","n/e","n/e","7953","1468","n/e","1340","n/e","1626","1880"
"United Kingdom (UK)","03.03.2017 13:30 - 03.03.2017 14:00 (UTC)","N/A","n/e","n/e","22439","3803","0","n/e","n/e","n/e","301","","805","n/e","n/e","7959","1465","n/e","1250","n/e","1592","2004"
"United Kingdom (UK)","03.03.2017 14:00 - 03.03.2017 14:30 (UTC)","N/A","n/e","n/e","22196","3396","0","n/e","n/e","n/e","301","","715","n/e","n/e","7954","1469","n/e","1262","n/e","1837","2312"
"United Kingdom (UK)","03.03.2017 14:30 - 03.03.2017 15:00 (UTC)","N/A","n/e","n/e","21642","3083","0","n/e","n/e","n/e","301","","700","n/e","n/e","7963","1468","n/e","1080","n/e","2057","2361"
"United Kingdom (UK)","03.03.2017 15:00 - 03.03.2017 15:30 (UTC)","N/A","n/e","n/e","20787","3137","0","n/e","n/e","n/e","301","","759","n/e","n/e","7958","1469","n/e","921","n/e","2048","2528"
"United Kingdom (UK)","03.03.2017 15:30 - 03.03.2017 16:00 (UTC)","N/A","n/e","n/e","20535","3042","0","n/e","n/e","n/e","441","","765","n/e","n/e","7952","1470","n/e","698","n/e","2037","2583"
"United Kingdom (UK)","03.03.2017 16:00 - 03.03.2017 16:30 (UTC)","N/A","n/e","n/e","21352","3176","0","n/e","n/e","n/e","301","","773","n/e","n/e","7965","1468","n/e","447","n/e","2034","2738"
"United Kingdom (UK)","03.03.2017 16:30 - 03.03.2017 17:00 (UTC)","N/A","n/e","n/e","21835","3669","0","n/e","n/e","n/e","302","","803","n/e","n/e","7963","1468","n/e","234","n/e","2023","2889"
"United Kingdom (UK)","03.03.2017 17:00 - 03.03.2017 17:30 (UTC)","N/A","n/e","n/e","22321","3968","0","n/e","n/e","n/e","368","","832","n/e","n/e","7962","1467","n/e","107","n/e","2165","3045"
"United Kingdom (UK)","03.03.2017 17:30 - 03.03.2017 18:00 (UTC)","N/A","n/e","n/e","22547","4191","0","n/e","n/e","n/e","684","","886","n/e","n/e","7956","1471","n/e","0","n/e","2088","3131"
"United Kingdom (UK)","03.03.2017 18:00 - 03.03.2017 18:30 (UTC)","N/A","n/e","n/e","22476","4294","0","n/e","n/e","n/e","1359","","1140","n/e","n/e","7967","1648","n/e","0","n/e","1922","3299"
"United Kingdom (UK)","03.03.2017 18:30 - 03.03.2017 19:00 (UTC)","N/A","n/e","n/e","22504","4526","0","n/e","n/e","n/e","1193","","1141","n/e","n/e","7964","1749","n/e","0","n/e","1853","3314"
"United Kingdom (UK)","03.03.2017 19:00 - 03.03.2017 19:30 (UTC)","N/A","n/e","n/e","22072","4146","0","n/e","n/e","n/e","1073","","1031","n/e","n/e","7971","1890","n/e","0","n/e","1846","3377"
"United Kingdom (UK)","03.03.2017 19:30 - 03.03.2017 20:00 (UTC)","N/A","n/e","n/e","21954","3833","0","n/e","n/e","n/e","439","","913","n/e","n/e","7967","1871","n/e","0","n/e","1894","3498"
"United Kingdom (UK)","03.03.2017 20:00 - 03.03.2017 20:30 (UTC)","N/A","n/e","n/e","20934","3339","0","n/e","n/e","n/e","541","","875","n/e","n/e","7971","1907","n/e","0","n/e","1954","3608"
"United Kingdom (UK)","03.03.2017 20:30 - 03.03.2017 21:00 (UTC)","N/A","n/e","n/e","19628","2632","0","n/e","n/e","n/e","461","","894","n/e","n/e","7977","1940","n/e","0","n/e","2015","3753"
"United Kingdom (UK)","03.03.2017 21:00 - 03.03.2017 21:30 (UTC)","N/A","n/e","n/e","18618","2125","0","n/e","n/e","n/e","358","","821","n/e","n/e","7963","1942","n/e","0","n/e","1995","3704"
"United Kingdom (UK)","03.03.2017 21:30 - 03.03.2017 22:00 (UTC)","N/A","n/e","n/e","16864","1791","0","n/e","n/e","n/e","327","","753","n/e","n/e","7982","1944","n/e","0","n/e","2048","3741"
"United Kingdom (UK)","03.03.2017 22:00 - 03.03.2017 22:30 (UTC)","N/A","n/e","n/e","14687","1708","0","n/e","n/e","n/e","304","","749","n/e","n/e","7975","2010","n/e","0","n/e","2001","3910"
"United Kingdom (UK)","03.03.2017 22:30 - 03.03.2017 23:00 (UTC)","N/A","n/e","n/e","12966","1416","0","n/e","n/e","n/e","548","","731","n/e","n/e","7958","2116","n/e","0","n/e","1939","3941"
"United Kingdom (UK)","03.03.2017 23:00 - 03.03.2017 23:30 (UTC)","N/A","n/e","n/e","11961","1129","0","n/e","n/e","n/e","90","","672","n/e","n/e","7961","2113","n/e","0","n/e","1910","3924"
"United Kingdom (UK)","03.03.2017 23:30 - 04.03.2017 00:00 (UTC)","N/A","n/e","n/e","10739","1126","0","n/e","n/e","n/e","0","","622","n/e","n/e","7975","2117","n/e","0","n/e","1940","3872"
"United Kingdom (UK)","04.03.2017 00:00 - 04.03.2017 00:30 (UTC)","N/A","n/e","n/e","10017","1131","0","n/e","n/e","n/e","0","","628","n/e","n/e","7961","2115","n/e","0","n/e","1857","3869"
"United Kingdom (UK)","04.03.2017 00:30 - 04.03.2017 01:00 (UTC)","N/A","n/e","n/e","9915","1131","0","n/e","n/e","n/e","0","","643","n/e","n/e","7958","2119","n/e","0","n/e","1954","3943"
"United Kingdom (UK)","04.03.2017 01:00 - 04.03.2017 01:30 (UTC)","N/A","n/e","n/e","10156","1131","0","n/e","n/e","n/e","0","","557","n/e","n/e","7976","2115","n/e","0","n/e","1837","4023"
"United Kingdom (UK)","04.03.2017 01:30 - 04.03.2017 02:00 (UTC)","N/A","n/e","n/e","10324","1127","0","n/e","n/e","n/e","0","","532","n/e","n/e","7965","2105","n/e","0","n/e","1658","4218"
"United Kingdom (UK)","04.03.2017 02:00 - 04.03.2017 02:30 (UTC)","N/A","n/e","n/e","10015","1130","0","n/e","n/e","n/e","0","","528","n/e","n/e","7968","2111","n/e","0","n/e","1751","4316"
"United Kingdom (UK)","04.03.2017 02:30 - 04.03.2017 03:00 (UTC)","N/A","n/e","n/e","9592","1130","0","n/e","n/e","n/e","0","","529","n/e","n/e","7967","2116","n/e","0","n/e","1914","4447"
"United Kingdom (UK)","04.03.2017 03:00 - 04.03.2017 03:30 (UTC)","N/A","n/e","n/e","8835","1131","0","n/e","n/e","n/e","0","","528","n/e","n/e","7966","2118","n/e","0","n/e","1938","4432"
"United Kingdom (UK)","04.03.2017 03:30 - 04.03.2017 04:00 (UTC)","N/A","n/e","n/e","8223","1131","0","n/e","n/e","n/e","0","","525","n/e","n/e","7962","2117","n/e","0","n/e","1841","4414"
"United Kingdom (UK)","04.03.2017 04:00 - 04.03.2017 04:30 (UTC)","N/A","n/e","n/e","7987","1132","0","n/e","n/e","n/e","0","","523","n/e","n/e","7959","2106","n/e","0","n/e","1824","4315"
"United Kingdom (UK)","04.03.2017 04:30 - 04.03.2017 05:00 (UTC)","N/A","n/e","n/e","7968","1132","0","n/e","n/e","n/e","0","","521","n/e","n/e","7979","2109","n/e","0","n/e","1721","4274"
"United Kingdom (UK)","04.03.2017 05:00 - 04.03.2017 05:30 (UTC)","N/A","n/e","n/e","8173","1128","0","n/e","n/e","n/e","0","","561","n/e","n/e","7959","2113","n/e","0","n/e","1512","4108"
"United Kingdom (UK)","04.03.2017 05:30 - 04.03.2017 06:00 (UTC)","N/A","n/e","n/e","8776","1132","0","n/e","n/e","n/e","0","","600","n/e","n/e","7967","2055","n/e","0","n/e","1169","4106"
"United Kingdom (UK)","04.03.2017 06:00 - 04.03.2017 06:30 (UTC)","N/A","n/e","n/e","9619","1132","0","n/e","n/e","n/e","0","","622","n/e","n/e","7971","2065","n/e","0","n/e","1133","3962"
"United Kingdom (UK)","04.03.2017 06:30 - 04.03.2017 07:00 (UTC)","N/A","n/e","n/e","9525","1133","0","n/e","n/e","n/e","16","","631","n/e","n/e","7964","2065","n/e","6","n/e","1057","3756"
"United Kingdom (UK)","04.03.2017 07:00 - 04.03.2017 07:30 (UTC)","N/A","n/e","n/e","10348","1133","0","n/e","n/e","n/e","0","","707","n/e","n/e","7961","2066","n/e","146","n/e","1082","3511"
"United Kingdom (UK)","04.03.2017 07:30 - 04.03.2017 08:00 (UTC)","N/A","n/e","n/e","11335","1208","0","n/e","n/e","n/e","334","","771","n/e","n/e","7957","2072","n/e","416","n/e","1082","3403"
"United Kingdom (UK)","04.03.2017 08:00 - 04.03.2017 08:30 (UTC)","N/A","n/e","n/e","13141","1290","0","n/e","n/e","n/e","303","","823","n/e","n/e","7953","2117","n/e","925","n/e","1142","3214"
"United Kingdom (UK)","04.03.2017 08:30 - 04.03.2017 09:00 (UTC)","N/A","n/e","n/e","14270","1347","0","n/e","n/e","n/e","356","","855","n/e","n/e","7952","2117","n/e","1690","n/e","1182","3048"
"United Kingdom (UK)","04.03.2017 09:00 - 04.03.2017 09:30 (UTC)","N/A","n/e","n/e","15043","1561","0","n/e","n/e","n/e","352","","911","n/e","n/e","7955","2115","n/e","2410","n/e","1196","2978"
"United Kingdom (UK)","04.03.2017 09:30 - 04.03.2017 10:00 (UTC)","N/A","n/e","n/e","15617","1749","0","n/e","n/e","n/e","320","","889","n/e","n/e","7960","2119","n/e","3040","n/e","1068","2852"
"United Kingdom (UK)","04.03.2017 10:00 - 04.03.2017 10:30 (UTC)","N/A","n/e","n/e","15603","1746","0","n/e","n/e","n/e","333","","1013","n/e","n/e","7957","2115","n/e","3570","n/e","1008","2692"
"United Kingdom (UK)","04.03.2017 10:30 - 04.03.2017 11:00 (UTC)","N/A","n/e","n/e","15654","1750","0","n/e","n/e","n/e","433","","855","n/e","n/e","7948","2113","n/e","3870","n/e","942","2531"
"United Kingdom (UK)","04.03.2017 11:00 - 04.03.2017 11:30 (UTC)","N/A","n/e","n/e","15738","1740","0","n/e","n/e","n/e","324","","836","n/e","n/e","7961","2107","n/e","4040","n/e","855","2562"
"United Kingdom (UK)","04.03.2017 11:30 - 04.03.2017 12:00 (UTC)","N/A","n/e","n/e","15366","1694","0","n/e","n/e","n/e","355","","834","n/e","n/e","7965","2112","n/e","4010","n/e","844","2644"
"United Kingdom (UK)","04.03.2017 12:00 - 04.03.2017 12:30 (UTC)","N/A","n/e","n/e","15466","1689","0","n/e","n/e","n/e","387","","818","n/e","n/e","7954","2113","n/e","4170","n/e","816","2557"
"United Kingdom (UK)","04.03.2017 12:30 - 04.03.2017 13:00 (UTC)","N/A","n/e","n/e","15374","1690","0","n/e","n/e","n/e","485","","785","n/e","n/e","7961","2111","n/e","4010","n/e","715","2431"
"United Kingdom (UK)","04.03.2017 13:00 - 04.03.2017 13:30 (UTC)","N/A","n/e","n/e","15337","1513","0","n/e","n/e","n/e","412","","630","n/e","n/e","7966","2113","n/e","3870","n/e","708","2440"
"United Kingdom (UK)","04.03.2017 13:30 - 04.03.2017 14:00 (UTC)","N/A","n/e","n/e","15147","1491","0","n/e","n/e","n/e","356","","631","n/e","n/e","7966","2112","n/e","3690","n/e","733","2446"
"United Kingdom (UK)","04.03.2017 14:00 - 04.03.2017 14:30 (UTC)","N/A","n/e","n/e","14579","1432","0","n/e","n/e","n/e","355","","601","n/e","n/e","7965","2117","n/e","3350","n/e","689","2397"
"United Kingdom (UK)","04.03.2017 14:30 - 04.03.2017 15:00 (UTC)","N/A","n/e","n/e","14560","1432","0","n/e","n/e","n/e","441","","630","n/e","n/e","7960","2113","n/e","2650","n/e","752","2359"
"United Kingdom (UK)","04.03.2017 15:00 - 04.03.2017 15:30 (UTC)","N/A","n/e","n/e","15246","1432","0","n/e","n/e","n/e","365","","696","n/e","n/e","7958","2049","n/e","1920","n/e","824","2311"
"United Kingdom (UK)","04.03.2017 15:30 - 04.03.2017 16:00 (UTC)","N/A","n/e","n/e","15805","1432","0","n/e","n/e","n/e","446","","699","n/e","n/e","7961","2047","n/e","1380","n/e","908","2171"
"United Kingdom (UK)","04.03.2017 16:00 - 04.03.2017 16:30 (UTC)","N/A","n/e","n/e","16685","1429","0","n/e","n/e","n/e","363","","726","n/e","n/e","7963","2114","n/e","917","n/e","1061","2110"
"United Kingdom (UK)","04.03.2017 16:30 - 04.03.2017 17:00 (UTC)","N/A","n/e","n/e","17799","1523","0","n/e","n/e","n/e","353","","726","n/e","n/e","7961","2116","n/e","559","n/e","1334","2099"
"United Kingdom (UK)","04.03.2017 17:00 - 04.03.2017 17:30 (UTC)","N/A","n/e","n/e","18842","1856","0","n/e","n/e","n/e","304","","727","n/e","n/e","7966","2115","n/e","246","n/e","1479","2054"
"United Kingdom (UK)","04.03.2017 17:30 - 04.03.2017 18:00 (UTC)","N/A","n/e","n/e","19774","2125","0","n/e","n/e","n/e","723","","980","n/e","n/e","7956","2110","n/e","22","n/e","1583","2045"
"United Kingdom (UK)","04.03.2017 18:00 - 04.03.2017 18:30 (UTC)","N/A","n/e","n/e","20410","2228","0","n/e","n/e","n/e","1350","","1116","n/e","n/e","7959","2116","n/e","0","n/e","1816","1910"
"United Kingdom (UK)","04.03.2017 18:30 - 04.03.2017 19:00 (UTC)","N/A","n/e","n/e","20571","2255","0","n/e","n/e","n/e","1825","","1105","n/e","n/e","7956","2117","n/e","0","n/e","1677","1810"
"United Kingdom (UK)","04.03.2017 19:00 - 04.03.2017 19:30 (UTC)","N/A","n/e","n/e","20288","2233","0","n/e","n/e","n/e","1381","","1101","n/e","n/e","7966","2119","n/e","0","n/e","1828","1780"
"United Kingdom (UK)","04.03.2017 19:30 - 04.03.2017 20:00 (UTC)","N/A","n/e","n/e","20079","2114","0","n/e","n/e","n/e","696","","885","n/e","n/e","7964","2114","n/e","0","n/e","1964","1784"
"United Kingdom (UK)","04.03.2017 20:00 - 04.03.2017 20:30 (UTC)","N/A","n/e","n/e","19223","1967","0","n/e","n/e","n/e","301","","807","n/e","n/e","7972","2115","n/e","0","n/e","2051","1804"
"United Kingdom (UK)","04.03.2017 20:30 - 04.03.2017 21:00 (UTC)","N/A","n/e","n/e","17589","1789","0","n/e","n/e","n/e","373","","796","n/e","n/e","7967","2115","n/e","0","n/e","2023","1859"
"United Kingdom (UK)","04.03.2017 21:00 - 04.03.2017 21:30 (UTC)","N/A","n/e","n/e","16774","1558","0","n/e","n/e","n/e","340","","685","n/e","n/e","7965","2116","n/e","0","n/e","2020","1778"
"United Kingdom (UK)","04.03.2017 21:30 - 04.03.2017 22:00 (UTC)","N/A","n/e","n/e","15736","1167","0","n/e","n/e","n/e","307","","683","n/e","n/e","7961","2110","n/e","0","n/e","1961","1740"
"United Kingdom (UK)","04.03.2017 22:00 - 04.03.2017 22:30 (UTC)","N/A","n/e","n/e","14249","1277","0","n/e","n/e","n/e","312","","689","n/e","n/e","7969","2112","n/e","0","n/e","1910","1809"
"United Kingdom (UK)","04.03.2017 22:30 - 04.03.2017 23:00 (UTC)","N/A","n/e","n/e","12479","1342","0","n/e","n/e","n/e","312","","681","n/e","n/e","7970","2105","n/e","0","n/e","2059","1822"
"United Kingdom (UK)","04.03.2017 23:00 - 04.03.2017 23:30 (UTC)","N/A","n/e","n/e","11256","1398","0","n/e","n/e","n/e","16","","597","n/e","n/e","7961","2111","n/e","0","n/e","2294","1741"
"United Kingdom (UK)","04.03.2017 23:30 - 05.03.2017 00:00 (UTC)","N/A","n/e","n/e","10184","1426","0","n/e","n/e","n/e","0","","614","n/e","n/e","7970","2114","n/e","0","n/e","2594","1825"
"United Kingdom (UK)","05.03.2017 00:00 - 05.03.2017 00:30 (UTC)","N/A","n/e","n/e","9873","1338","0","n/e","n/e","n/e","0","","613","n/e","n/e","7952","2108","n/e","0","n/e","2517","1881"
"United Kingdom (UK)","05.03.2017 00:30 - 05.03.2017 01:00 (UTC)","N/A","n/e","n/e","10265","1151","0","n/e","n/e","n/e","0","","612","n/e","n/e","7961","2111","n/e","0","n/e","2415","1859"
"United Kingdom (UK)","05.03.2017 01:00 - 05.03.2017 01:30 (UTC)","N/A","n/e","n/e","10833","895","0","n/e","n/e","n/e","0","","580","n/e","n/e","7965","2111","n/e","0","n/e","2270","1993"
"United Kingdom (UK)","05.03.2017 01:30 - 05.03.2017 02:00 (UTC)","N/A","n/e","n/e","10260","809","0","n/e","n/e","n/e","0","","571","n/e","n/e","7959","2113","n/e","0","n/e","2126","2108"
"United Kingdom (UK)","05.03.2017 02:00 - 05.03.2017 02:30 (UTC)","N/A","n/e","n/e","9871","824","0","n/e","n/e","n/e","0","","528","n/e","n/e","7949","2116","n/e","0","n/e","2117","2019"
"United Kingdom (UK)","05.03.2017 02:30 - 05.03.2017 03:00 (UTC)","N/A","n/e","n/e","9551","809","0","n/e","n/e","n/e","0","","522","n/e","n/e","7951","2115","n/e","0","n/e","2174","2012"
"United Kingdom (UK)","05.03.2017 03:00 - 05.03.2017 03:30 (UTC)","N/A","n/e","n/e","8502","818","0","n/e","n/e","n/e","0","","519","n/e","n/e","7945","2117","n/e","0","n/e","2650","1998"
"United Kingdom (UK)","05.03.2017 03:30 - 05.03.2017 04:00 (UTC)","N/A","n/e","n/e","8233","818","0","n/e","n/e","n/e","0","","516","n/e","n/e","7962","2120","n/e","0","n/e","2583","1808"
"United Kingdom (UK)","05.03.2017 04:00 - 05.03.2017 04:30 (UTC)","N/A","n/e","n/e","8165","807","0","n/e","n/e","n/e","0","","517","n/e","n/e","7948","2120","n/e","0","n/e","2550","1717"
"United Kingdom (UK)","05.03.2017 04:30 - 05.03.2017 05:00 (UTC)","N/A","n/e","n/e","8073","807","0","n/e","n/e","n/e","0","","513","n/e","n/e","7954","2120","n/e","0","n/e","2517","1612"
"United Kingdom (UK)","05.03.2017 05:00 - 05.03.2017 05:30 (UTC)","N/A","n/e","n/e","8194","807","0","n/e","n/e","n/e","0","","553","n/e","n/e","7946","2116","n/e","0","n/e","2330","1654"
"United Kingdom (UK)","05.03.2017 05:30 - 05.03.2017 06:00 (UTC)","N/A","n/e","n/e","8294","808","0","n/e","n/e","n/e","0","","547","n/e","n/e","7955","2119","n/e","0","n/e","1866","1658"
"United Kingdom (UK)","05.03.2017 06:00 - 05.03.2017 06:30 (UTC)","N/A","n/e","n/e","8996","833","0","n/e","n/e","n/e","0","","542","n/e","n/e","7959","2115","n/e","0","n/e","1905","1693"
"United Kingdom (UK)","05.03.2017 06:30 - 05.03.2017 07:00 (UTC)","N/A","n/e","n/e","8826","877","0","n/e","n/e","n/e","0","","547","n/e","n/e","7948","2117","n/e","23","n/e","2134","1737"
"United Kingdom (UK)","05.03.2017 07:00 - 05.03.2017 07:30 (UTC)","N/A","n/e","n/e","8410","902","0","n/e","n/e","n/e","0","","723","n/e","n/e","7955","2116","n/e","229","n/e","2189","1866"
"United Kingdom (UK)","05.03.2017 07:30 - 05.03.2017 08:00 (UTC)","N/A","n/e","n/e","8804","785","0","n/e","n/e","n/e","0","","728","n/e","n/e","7958","2118","n/e","507","n/e","2147","1851"
"United Kingdom (UK)","05.03.2017 08:00 - 05.03.2017 08:30 (UTC)","N/A","n/e","n/e","9497","876","0","n/e","n/e","n/e","0","","740","n/e","n/e","7963","2119","n/e","791","n/e","2385","1994"
"United Kingdom (UK)","05.03.2017 08:30 - 05.03.2017 09:00 (UTC)","N/A","n/e","n/e","10831","903","0","n/e","n/e","n/e","313","","738","n/e","n/e","7949","2116","n/e","1070","n/e","2220","2139"
"United Kingdom (UK)","05.03.2017 09:00 - 05.03.2017 09:30 (UTC)","N/A","n/e","n/e","12155","1130","0","n/e","n/e","n/e","304","","791","n/e","n/e","7960","2118","n/e","1290","n/e","2250","2310"
"United Kingdom (UK)","05.03.2017 09:30 - 05.03.2017 10:00 (UTC)","N/A","n/e","n/e","13545","1253","0","n/e","n/e","n/e","328","","788","n/e","n/e","7946","2114","n/e","1640","n/e","2220","2331"
"United Kingdom (UK)","05.03.2017 10:00 - 05.03.2017 10:30 (UTC)","N/A","n/e","n/e","14303","1261","0","n/e","n/e","n/e","468","","856","n/e","n/e","7959","2117","n/e","2180","n/e","2095","2354"
"United Kingdom (UK)","05.03.2017 10:30 - 05.03.2017 11:00 (UTC)","N/A","n/e","n/e","14790","1268","0","n/e","n/e","n/e","654","","866","n/e","n/e","7952","2120","n/e","2560","n/e","2104","2176"
"United Kingdom (UK)","05.03.2017 11:00 - 05.03.2017 11:30 (UTC)","N/A","n/e","n/e","15178","1200","0","n/e","n/e","n/e","467","","806","n/e","n/e","7960","2116","n/e","2770","n/e","2145","2135"
"United Kingdom (UK)","05.03.2017 11:30 - 05.03.2017 12:00 (UTC)","N/A","n/e","n/e","15176","1126","0","n/e","n/e","n/e","434","","786","n/e","n/e","7954","2118","n/e","2920","n/e","2321","2055"
"United Kingdom (UK)","05.03.2017 12:00 - 05.03.2017 12:30 (UTC)","N/A","n/e","n/e","15094","1129","0","n/e","n/e","n/e","1052","","746","n/e","n/e","7950","2118","n/e","3200","n/e","2256","2026"
"United Kingdom (UK)","05.03.2017 12:30 - 05.03.2017 13:00 (UTC)","N/A","n/e","n/e","15269","1174","0","n/e","n/e","n/e","1260","","759","n/e","n/e","7956","2120","n/e","3000","n/e","2241","1980"
"United Kingdom (UK)","05.03.2017 13:00 - 05.03.2017 13:30 (UTC)","N/A","n/e","n/e","15972","1210","0","n/e","n/e","n/e","413","","695","n/e","n/e","7961","2119","n/e","2930","n/e","2138","1876"
"United Kingdom (UK)","05.03.2017 13:30 - 05.03.2017 14:00 (UTC)","N/A","n/e","n/e","15882","1384","0","n/e","n/e","n/e","338","","687","n/e","n/e","7950","2119","n/e","2882","n/e","1991","1831"
"United Kingdom (UK)","05.03.2017 14:00 - 05.03.2017 14:30 (UTC)","N/A","n/e","n/e","15601","1447","0","n/e","n/e","n/e","356","","676","n/e","n/e","7955","2118","n/e","2912","n/e","1943","1777"
