"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","08.01.2016 13:30 - 08.01.2016 14:00 (UTC)","N/A","n/e","n/e","19269","7876","0","n/e","n/e","n/e","419","","633","n/e","n/e","6816","2090","n/e","1364","n/e","2826","1746"
"United Kingdom (UK)","08.01.2016 14:00 - 08.01.2016 14:30 (UTC)","N/A","n/e","n/e","19298","7932","0","n/e","n/e","n/e","353","","675","n/e","n/e","6972","2094","n/e","1296","n/e","2772","1631"
"United Kingdom (UK)","08.01.2016 14:30 - 08.01.2016 15:00 (UTC)","N/A","n/e","n/e","19286","8146","0","n/e","n/e","n/e","343","","671","n/e","n/e","6885","2093","n/e","1094","n/e","2736","1571"
"United Kingdom (UK)","08.01.2016 15:00 - 08.01.2016 15:30 (UTC)","N/A","n/e","n/e","19107","8572","0","n/e","n/e","n/e","347","","671","n/e","n/e","6771","2092","n/e","891","n/e","2459","1416"
"United Kingdom (UK)","08.01.2016 15:30 - 08.01.2016 16:00 (UTC)","N/A","n/e","n/e","19845","8746","0","n/e","n/e","n/e","377","","670","n/e","n/e","6716","2092","n/e","664","n/e","2214","1352"
"United Kingdom (UK)","08.01.2016 16:00 - 08.01.2016 16:30 (UTC)","N/A","n/e","n/e","20946","9725","0","n/e","n/e","n/e","191","","745","n/e","n/e","6723","2092","n/e","437","n/e","2091","1307"
"United Kingdom (UK)","08.01.2016 16:30 - 08.01.2016 17:00 (UTC)","N/A","n/e","n/e","21522","10604","0","n/e","n/e","n/e","367","","993","n/e","n/e","6714","2087","n/e","232","n/e","2170","1349"
"United Kingdom (UK)","08.01.2016 17:00 - 08.01.2016 17:30 (UTC)","N/A","n/e","n/e","21852","11360","0","n/e","n/e","n/e","1006","","1019","n/e","n/e","6714","2093","n/e","26","n/e","2153","1305"
"United Kingdom (UK)","08.01.2016 17:30 - 08.01.2016 18:00 (UTC)","N/A","n/e","n/e","21812","11200","0","n/e","n/e","n/e","1083","","1017","n/e","n/e","6718","2094","n/e","13","n/e","2248","1222"
"United Kingdom (UK)","08.01.2016 18:00 - 08.01.2016 18:30 (UTC)","N/A","n/e","n/e","22192","11166","0","n/e","n/e","n/e","778","","1007","n/e","n/e","6711","2089","n/e","0","n/e","2054","1174"
"United Kingdom (UK)","08.01.2016 18:30 - 08.01.2016 19:00 (UTC)","N/A","n/e","n/e","21982","11013","0","n/e","n/e","n/e","890","","970","n/e","n/e","6751","2095","n/e","0","n/e","2045","1165"
"United Kingdom (UK)","08.01.2016 19:00 - 08.01.2016 19:30 (UTC)","N/A","n/e","n/e","21766","10939","0","n/e","n/e","n/e","521","","708","n/e","n/e","6821","2098","n/e","0","n/e","1925","1074"
"United Kingdom (UK)","08.01.2016 19:30 - 08.01.2016 20:00 (UTC)","N/A","n/e","n/e","20410","10752","0","n/e","n/e","n/e","918","","706","n/e","n/e","6830","2096","n/e","0","n/e","1827","1053"
"United Kingdom (UK)","08.01.2016 20:00 - 08.01.2016 20:30 (UTC)","N/A","n/e","n/e","19342","10430","0","n/e","n/e","n/e","342","","697","n/e","n/e","6829","2096","n/e","0","n/e","1890","1102"
"United Kingdom (UK)","08.01.2016 20:30 - 08.01.2016 21:00 (UTC)","N/A","n/e","n/e","18629","9202","0","n/e","n/e","n/e","441","","697","n/e","n/e","6818","2091","n/e","0","n/e","1825","1136"
"United Kingdom (UK)","08.01.2016 21:00 - 08.01.2016 21:30 (UTC)","N/A","n/e","n/e","18221","8021","0","n/e","n/e","n/e","593","","653","n/e","n/e","6850","2091","n/e","0","n/e","1647","1095"
"United Kingdom (UK)","08.01.2016 21:30 - 08.01.2016 22:00 (UTC)","N/A","n/e","n/e","17504","7241","0","n/e","n/e","n/e","439","","644","n/e","n/e","6681","2091","n/e","0","n/e","1626","950"
"United Kingdom (UK)","08.01.2016 22:00 - 08.01.2016 22:30 (UTC)","N/A","n/e","n/e","15422","7507","0","n/e","n/e","n/e","350","","569","n/e","n/e","6701","2095","n/e","0","n/e","1877","956"
"United Kingdom (UK)","08.01.2016 22:30 - 08.01.2016 23:00 (UTC)","N/A","n/e","n/e","13466","7470","0","n/e","n/e","n/e","421","","567","n/e","n/e","6779","2099","n/e","0","n/e","1704","959"
"United Kingdom (UK)","08.01.2016 23:00 - 08.01.2016 23:30 (UTC)","N/A","n/e","n/e","12357","6900","0","n/e","n/e","n/e","41","","497","n/e","n/e","6773","2098","n/e","0","n/e","1823","930"
"United Kingdom (UK)","08.01.2016 23:30 - 09.01.2016 00:00 (UTC)","N/A","n/e","n/e","11209","6241","0","n/e","n/e","n/e","40","","491","n/e","n/e","6765","2096","n/e","0","n/e","1784","933"
"United Kingdom (UK)","09.01.2016 00:00 - 09.01.2016 00:30 (UTC)","N/A","n/e","n/e","10963","6151","0","n/e","n/e","n/e","81","","491","n/e","n/e","6768","2095","n/e","0","n/e","1519","960"
"United Kingdom (UK)","09.01.2016 00:30 - 09.01.2016 01:00 (UTC)","N/A","n/e","n/e","10915","6142","0","n/e","n/e","n/e","0","","571","n/e","n/e","6776","2096","n/e","0","n/e","1496","940"
"United Kingdom (UK)","09.01.2016 01:00 - 09.01.2016 01:30 (UTC)","N/A","n/e","n/e","11182","6286","0","n/e","n/e","n/e","0","","476","n/e","n/e","6771","2096","n/e","0","n/e","1594","952"
"United Kingdom (UK)","09.01.2016 01:30 - 09.01.2016 02:00 (UTC)","N/A","n/e","n/e","10648","6138","0","n/e","n/e","n/e","0","","455","n/e","n/e","6869","2097","n/e","0","n/e","1626","933"
"United Kingdom (UK)","09.01.2016 02:00 - 09.01.2016 02:30 (UTC)","N/A","n/e","n/e","10327","6050","0","n/e","n/e","n/e","0","","454","n/e","n/e","6789","2098","n/e","0","n/e","1613","984"
"United Kingdom (UK)","09.01.2016 02:30 - 09.01.2016 03:00 (UTC)","N/A","n/e","n/e","10625","5896","0","n/e","n/e","n/e","0","","455","n/e","n/e","6722","2093","n/e","0","n/e","1731","992"
"United Kingdom (UK)","09.01.2016 03:00 - 09.01.2016 03:30 (UTC)","N/A","n/e","n/e","10071","5883","0","n/e","n/e","n/e","0","","451","n/e","n/e","6721","2097","n/e","0","n/e","1891","1043"
"United Kingdom (UK)","09.01.2016 03:30 - 09.01.2016 04:00 (UTC)","N/A","n/e","n/e","9424","5774","0","n/e","n/e","n/e","0","","448","n/e","n/e","6724","2097","n/e","0","n/e","2083","1048"
"United Kingdom (UK)","09.01.2016 04:00 - 09.01.2016 04:30 (UTC)","N/A","n/e","n/e","8692","5748","0","n/e","n/e","n/e","0","","446","n/e","n/e","6698","2096","n/e","0","n/e","2169","1072"
"United Kingdom (UK)","09.01.2016 04:30 - 09.01.2016 05:00 (UTC)","N/A","n/e","n/e","8089","5773","0","n/e","n/e","n/e","0","","445","n/e","n/e","6784","2096","n/e","0","n/e","2138","1107"
"United Kingdom (UK)","09.01.2016 05:00 - 09.01.2016 05:30 (UTC)","N/A","n/e","n/e","8084","5515","0","n/e","n/e","n/e","0","","438","n/e","n/e","6798","2097","n/e","0","n/e","2215","1250"
"United Kingdom (UK)","09.01.2016 05:30 - 09.01.2016 06:00 (UTC)","N/A","n/e","n/e","8032","5504","0","n/e","n/e","n/e","0","","434","n/e","n/e","6807","2092","n/e","1","n/e","2147","1260"
"United Kingdom (UK)","09.01.2016 06:00 - 09.01.2016 06:30 (UTC)","N/A","n/e","n/e","9007","5507","0","n/e","n/e","n/e","0","","435","n/e","n/e","6812","2079","n/e","1","n/e","2134","1359"
"United Kingdom (UK)","09.01.2016 06:30 - 09.01.2016 07:00 (UTC)","N/A","n/e","n/e","9033","5619","0","n/e","n/e","n/e","0","","433","n/e","n/e","6807","2094","n/e","1","n/e","2187","1427"
"United Kingdom (UK)","09.01.2016 07:00 - 09.01.2016 07:30 (UTC)","N/A","n/e","n/e","8863","5780","0","n/e","n/e","n/e","49","","444","n/e","n/e","6811","2097","n/e","0","n/e","2331","1523"
"United Kingdom (UK)","09.01.2016 07:30 - 09.01.2016 08:00 (UTC)","N/A","n/e","n/e","10008","5699","0","n/e","n/e","n/e","192","","467","n/e","n/e","6805","2095","n/e","0","n/e","2237","1607"
"United Kingdom (UK)","09.01.2016 08:00 - 09.01.2016 08:30 (UTC)","N/A","n/e","n/e","11220","5633","0","n/e","n/e","n/e","449","","553","n/e","n/e","6799","2096","n/e","0","n/e","2326","1745"
"United Kingdom (UK)","09.01.2016 08:30 - 09.01.2016 09:00 (UTC)","N/A","n/e","n/e","12694","5997","0","n/e","n/e","n/e","342","","560","n/e","n/e","6812","2079","n/e","33","n/e","2541","1904"
"United Kingdom (UK)","09.01.2016 09:00 - 09.01.2016 09:30 (UTC)","N/A","n/e","n/e","13708","6260","0","n/e","n/e","n/e","401","","687","n/e","n/e","6802","2092","n/e","66","n/e","2674","1987"
"United Kingdom (UK)","09.01.2016 09:30 - 09.01.2016 10:00 (UTC)","N/A","n/e","n/e","14670","6518","0","n/e","n/e","n/e","518","","689","n/e","n/e","6644","2094","n/e","188","n/e","2522","1947"
"United Kingdom (UK)","09.01.2016 10:00 - 09.01.2016 10:30 (UTC)","N/A","n/e","n/e","15360","7120","0","n/e","n/e","n/e","471","","675","n/e","n/e","6575","2096","n/e","310","n/e","2665","2100"
"United Kingdom (UK)","09.01.2016 10:30 - 09.01.2016 11:00 (UTC)","N/A","n/e","n/e","15427","7313","0","n/e","n/e","n/e","353","","692","n/e","n/e","6570","2078","n/e","471","n/e","3004","2140"
"United Kingdom (UK)","09.01.2016 11:00 - 09.01.2016 11:30 (UTC)","N/A","n/e","n/e","15380","7397","0","n/e","n/e","n/e","365","","686","n/e","n/e","6562","2096","n/e","632","n/e","2963","2196"
"United Kingdom (UK)","09.01.2016 11:30 - 09.01.2016 12:00 (UTC)","N/A","n/e","n/e","15442","7484","0","n/e","n/e","n/e","388","","684","n/e","n/e","6548","2095","n/e","715","n/e","3017","2170"
"United Kingdom (UK)","09.01.2016 12:00 - 09.01.2016 12:30 (UTC)","N/A","n/e","n/e","15270","7730","0","n/e","n/e","n/e","346","","663","n/e","n/e","6556","2095","n/e","797","n/e","3151","2263"
"United Kingdom (UK)","09.01.2016 12:30 - 09.01.2016 13:00 (UTC)","N/A","n/e","n/e","15262","7713","0","n/e","n/e","n/e","572","","670","n/e","n/e","6585","2095","n/e","797","n/e","3079","2256"
"United Kingdom (UK)","09.01.2016 13:00 - 09.01.2016 13:30 (UTC)","N/A","n/e","n/e","15304","7651","0","n/e","n/e","n/e","461","","657","n/e","n/e","6558","2092","n/e","797","n/e","3115","2323"
"United Kingdom (UK)","09.01.2016 13:30 - 09.01.2016 14:00 (UTC)","N/A","n/e","n/e","15242","7634","0","n/e","n/e","n/e","486","","656","n/e","n/e","6548","2092","n/e","721","n/e","3094","2354"
"United Kingdom (UK)","09.01.2016 14:00 - 09.01.2016 14:30 (UTC)","N/A","n/e","n/e","15107","7543","0","n/e","n/e","n/e","650","","657","n/e","n/e","6533","2072","n/e","645","n/e","3016","2369"
"United Kingdom (UK)","09.01.2016 14:30 - 09.01.2016 15:00 (UTC)","N/A","n/e","n/e","14764","7841","0","n/e","n/e","n/e","413","","657","n/e","n/e","6528","2096","n/e","506","n/e","3045","2316"
"United Kingdom (UK)","09.01.2016 15:00 - 09.01.2016 15:30 (UTC)","N/A","n/e","n/e","14907","8134","0","n/e","n/e","n/e","374","","630","n/e","n/e","6532","2093","n/e","367","n/e","3041","2269"
"United Kingdom (UK)","09.01.2016 15:30 - 09.01.2016 16:00 (UTC)","N/A","n/e","n/e","14494","8967","0","n/e","n/e","n/e","386","","629","n/e","n/e","6528","2093","n/e","250","n/e","2945","2251"
"United Kingdom (UK)","09.01.2016 16:00 - 09.01.2016 16:30 (UTC)","N/A","n/e","n/e","14900","9693","0","n/e","n/e","n/e","469","","643","n/e","n/e","6617","2085","n/e","132","n/e","3104","2379"
"United Kingdom (UK)","09.01.2016 16:30 - 09.01.2016 17:00 (UTC)","N/A","n/e","n/e","15812","10686","0","n/e","n/e","n/e","451","","866","n/e","n/e","6674","2093","n/e","71","n/e","3305","2362"
"United Kingdom (UK)","09.01.2016 17:00 - 09.01.2016 17:30 (UTC)","N/A","n/e","n/e","16591","10914","0","n/e","n/e","n/e","473","","946","n/e","n/e","6699","2094","n/e","10","n/e","3460","2470"
"United Kingdom (UK)","09.01.2016 17:30 - 09.01.2016 18:00 (UTC)","N/A","n/e","n/e","16554","11146","0","n/e","n/e","n/e","790","","951","n/e","n/e","6701","2097","n/e","5","n/e","3423","2534"
"United Kingdom (UK)","09.01.2016 18:00 - 09.01.2016 18:30 (UTC)","N/A","n/e","n/e","16243","10998","0","n/e","n/e","n/e","448","","883","n/e","n/e","6811","2095","n/e","0","n/e","3485","2555"
"United Kingdom (UK)","09.01.2016 18:30 - 09.01.2016 19:00 (UTC)","N/A","n/e","n/e","16003","10548","0","n/e","n/e","n/e","410","","738","n/e","n/e","6853","2093","n/e","0","n/e","3568","2444"
"United Kingdom (UK)","09.01.2016 19:00 - 09.01.2016 19:30 (UTC)","N/A","n/e","n/e","15641","9602","0","n/e","n/e","n/e","587","","718","n/e","n/e","6837","2096","n/e","0","n/e","3401","2321"
"United Kingdom (UK)","09.01.2016 19:30 - 09.01.2016 20:00 (UTC)","N/A","n/e","n/e","14947","9247","0","n/e","n/e","n/e","458","","700","n/e","n/e","6841","2095","n/e","0","n/e","3209","2262"
"United Kingdom (UK)","09.01.2016 20:00 - 09.01.2016 20:30 (UTC)","N/A","n/e","n/e","14090","8792","0","n/e","n/e","n/e","351","","688","n/e","n/e","6845","2097","n/e","0","n/e","3100","2337"
"United Kingdom (UK)","09.01.2016 20:30 - 09.01.2016 21:00 (UTC)","N/A","n/e","n/e","12589","8529","0","n/e","n/e","n/e","223","","658","n/e","n/e","6847","2095","n/e","0","n/e","3163","2430"
"United Kingdom (UK)","09.01.2016 21:00 - 09.01.2016 21:30 (UTC)","N/A","n/e","n/e","11900","7680","0","n/e","n/e","n/e","392","","542","n/e","n/e","6791","2096","n/e","0","n/e","3318","2736"
"United Kingdom (UK)","09.01.2016 21:30 - 09.01.2016 22:00 (UTC)","N/A","n/e","n/e","10796","6949","0","n/e","n/e","n/e","342","","535","n/e","n/e","6680","2079","n/e","0","n/e","3466","3036"
"United Kingdom (UK)","09.01.2016 22:00 - 09.01.2016 22:30 (UTC)","N/A","n/e","n/e","9591","6345","0","n/e","n/e","n/e","373","","534","n/e","n/e","6590","2097","n/e","0","n/e","3310","3246"
"United Kingdom (UK)","09.01.2016 22:30 - 09.01.2016 23:00 (UTC)","N/A","n/e","n/e","8609","5818","0","n/e","n/e","n/e","344","","534","n/e","n/e","6597","2096","n/e","0","n/e","3468","3358"
"United Kingdom (UK)","09.01.2016 23:00 - 09.01.2016 23:30 (UTC)","N/A","n/e","n/e","7693","5106","0","n/e","n/e","n/e","55","","454","n/e","n/e","6603","2097","n/e","0","n/e","3576","3358"
"United Kingdom (UK)","09.01.2016 23:30 - 10.01.2016 00:00 (UTC)","N/A","n/e","n/e","7087","4520","0","n/e","n/e","n/e","41","","452","n/e","n/e","6639","2096","n/e","0","n/e","3627","3353"
"United Kingdom (UK)","10.01.2016 00:00 - 10.01.2016 00:30 (UTC)","N/A","n/e","n/e","6441","4373","0","n/e","n/e","n/e","0","","453","n/e","n/e","6729","2072","n/e","0","n/e","3692","3911"
"United Kingdom (UK)","10.01.2016 00:30 - 10.01.2016 01:00 (UTC)","N/A","n/e","n/e","6501","4124","0","n/e","n/e","n/e","0","","446","n/e","n/e","6743","2097","n/e","0","n/e","3761","4100"
"United Kingdom (UK)","10.01.2016 01:00 - 10.01.2016 01:30 (UTC)","N/A","n/e","n/e","6387","4060","0","n/e","n/e","n/e","0","","476","n/e","n/e","6741","2060","n/e","0","n/e","3739","4023"
"United Kingdom (UK)","10.01.2016 01:30 - 10.01.2016 02:00 (UTC)","N/A","n/e","n/e","5989","4010","0","n/e","n/e","n/e","0","","467","n/e","n/e","6740","2089","n/e","0","n/e","3769","4057"
"United Kingdom (UK)","10.01.2016 02:00 - 10.01.2016 02:30 (UTC)","N/A","n/e","n/e","5897","3904","0","n/e","n/e","n/e","0","","476","n/e","n/e","6784","2045","n/e","0","n/e","3769","4123"
"United Kingdom (UK)","10.01.2016 02:30 - 10.01.2016 03:00 (UTC)","N/A","n/e","n/e","5885","3801","0","n/e","n/e","n/e","0","","476","n/e","n/e","6798","2048","n/e","0","n/e","3734","4101"
"United Kingdom (UK)","10.01.2016 03:00 - 10.01.2016 03:30 (UTC)","N/A","n/e","n/e","5989","3795","0","n/e","n/e","n/e","0","","477","n/e","n/e","6797","1726","n/e","0","n/e","3677","4158"
"United Kingdom (UK)","10.01.2016 03:30 - 10.01.2016 04:00 (UTC)","N/A","n/e","n/e","5829","3495","0","n/e","n/e","n/e","0","","469","n/e","n/e","6859","1750","n/e","0","n/e","3663","4186"
"United Kingdom (UK)","10.01.2016 04:00 - 10.01.2016 04:30 (UTC)","N/A","n/e","n/e","5766","3509","0","n/e","n/e","n/e","0","","469","n/e","n/e","6877","1486","n/e","0","n/e","3677","4191"
"United Kingdom (UK)","10.01.2016 04:30 - 10.01.2016 05:00 (UTC)","N/A","n/e","n/e","5681","3538","0","n/e","n/e","n/e","0","","475","n/e","n/e","6881","1428","n/e","0","n/e","3716","3990"
"United Kingdom (UK)","10.01.2016 05:00 - 10.01.2016 05:30 (UTC)","N/A","n/e","n/e","5670","3611","0","n/e","n/e","n/e","0","","475","n/e","n/e","6881","1399","n/e","0","n/e","3689","3749"
"United Kingdom (UK)","10.01.2016 05:30 - 10.01.2016 06:00 (UTC)","N/A","n/e","n/e","5704","3662","0","n/e","n/e","n/e","0","","474","n/e","n/e","6866","1448","n/e","0","n/e","3732","3745"
"United Kingdom (UK)","10.01.2016 06:00 - 10.01.2016 06:30 (UTC)","N/A","n/e","n/e","6004","3775","0","n/e","n/e","n/e","0","","476","n/e","n/e","6757","1645","n/e","0","n/e","3713","3722"
"United Kingdom (UK)","10.01.2016 06:30 - 10.01.2016 07:00 (UTC)","N/A","n/e","n/e","6030","4149","0","n/e","n/e","n/e","0","","476","n/e","n/e","6646","1867","n/e","0","n/e","3717","3621"
"United Kingdom (UK)","10.01.2016 07:00 - 10.01.2016 07:30 (UTC)","N/A","n/e","n/e","6060","4335","0","n/e","n/e","n/e","0","","503","n/e","n/e","6657","1728","n/e","0","n/e","3782","3549"
"United Kingdom (UK)","10.01.2016 07:30 - 10.01.2016 08:00 (UTC)","N/A","n/e","n/e","5927","4379","0","n/e","n/e","n/e","0","","517","n/e","n/e","6650","1942","n/e","0","n/e","3764","3544"
"United Kingdom (UK)","10.01.2016 08:00 - 10.01.2016 08:30 (UTC)","N/A","n/e","n/e","6318","4325","0","n/e","n/e","n/e","47","","535","n/e","n/e","6657","2094","n/e","0","n/e","3795","3535"
"United Kingdom (UK)","10.01.2016 08:30 - 10.01.2016 09:00 (UTC)","N/A","n/e","n/e","7140","4991","0","n/e","n/e","n/e","201","","556","n/e","n/e","6653","2093","n/e","32","n/e","3792","3587"
"United Kingdom (UK)","10.01.2016 09:00 - 10.01.2016 09:30 (UTC)","N/A","n/e","n/e","8505","4954","0","n/e","n/e","n/e","490","","747","n/e","n/e","6654","2070","n/e","64","n/e","3793","3605"
"United Kingdom (UK)","10.01.2016 09:30 - 10.01.2016 10:00 (UTC)","N/A","n/e","n/e","9714","5404","0","n/e","n/e","n/e","362","","752","n/e","n/e","6651","2079","n/e","284","n/e","3778","3720"
"United Kingdom (UK)","10.01.2016 10:00 - 10.01.2016 10:30 (UTC)","N/A","n/e","n/e","10631","5629","0","n/e","n/e","n/e","450","","754","n/e","n/e","6655","2084","n/e","504","n/e","3821","3797"
"United Kingdom (UK)","10.01.2016 10:30 - 10.01.2016 11:00 (UTC)","N/A","n/e","n/e","11350","5798","0","n/e","n/e","n/e","359","","763","n/e","n/e","6626","2091","n/e","756","n/e","3850","3988"
"United Kingdom (UK)","10.01.2016 11:00 - 10.01.2016 11:30 (UTC)","N/A","n/e","n/e","11821","5851","0","n/e","n/e","n/e","345","","720","n/e","n/e","6627","2093","n/e","1008","n/e","3839","4061"
"United Kingdom (UK)","10.01.2016 11:30 - 10.01.2016 12:00 (UTC)","N/A","n/e","n/e","12743","5628","0","n/e","n/e","n/e","343","","710","n/e","n/e","6678","2088","n/e","1121","n/e","3623","4081"
"United Kingdom (UK)","10.01.2016 12:00 - 10.01.2016 12:30 (UTC)","N/A","n/e","n/e","12879","5881","0","n/e","n/e","n/e","350","","706","n/e","n/e","6681","2085","n/e","1234","n/e","3524","4214"
"United Kingdom (UK)","10.01.2016 12:30 - 10.01.2016 13:00 (UTC)","N/A","n/e","n/e","13104","5906","0","n/e","n/e","n/e","346","","688","n/e","n/e","6693","2081","n/e","1416","n/e","3559","4221"
"United Kingdom (UK)","10.01.2016 13:00 - 10.01.2016 13:30 (UTC)","N/A","n/e","n/e","13166","6100","0","n/e","n/e","n/e","445","","600","n/e","n/e","6677","2027","n/e","1598","n/e","3516","4212"
"United Kingdom (UK)","10.01.2016 13:30 - 10.01.2016 14:00 (UTC)","N/A","n/e","n/e","12848","6385","0","n/e","n/e","n/e","491","","602","n/e","n/e","6685","2047","n/e","1397","n/e","3547","4284"
"United Kingdom (UK)","10.01.2016 14:00 - 10.01.2016 14:30 (UTC)","N/A","n/e","n/e","12764","6455","0","n/e","n/e","n/e","513","","559","n/e","n/e","6690","2060","n/e","1196","n/e","3606","4260"
"United Kingdom (UK)","10.01.2016 14:30 - 10.01.2016 15:00 (UTC)","N/A","n/e","n/e","12583","6715","0","n/e","n/e","n/e","430","","540","n/e","n/e","6682","2082","n/e","937","n/e","3533","4391"
"United Kingdom (UK)","10.01.2016 15:00 - 10.01.2016 15:30 (UTC)","N/A","n/e","n/e","13093","7192","0","n/e","n/e","n/e","508","","540","n/e","n/e","6670","2089","n/e","677","n/e","3454","4244"
"United Kingdom (UK)","10.01.2016 15:30 - 10.01.2016 16:00 (UTC)","N/A","n/e","n/e","13466","8137","0","n/e","n/e","n/e","341","","549","n/e","n/e","6577","2091","n/e","523","n/e","3469","4184"
"United Kingdom (UK)","10.01.2016 16:00 - 10.01.2016 16:30 (UTC)","N/A","n/e","n/e","14803","8943","0","n/e","n/e","n/e","702","","577","n/e","n/e","6512","2089","n/e","368","n/e","3248","3840"
"United Kingdom (UK)","10.01.2016 16:30 - 10.01.2016 17:00 (UTC)","N/A","n/e","n/e","16643","9722","0","n/e","n/e","n/e","767","","913","n/e","n/e","6528","2090","n/e","193","n/e","3117","3855"
"United Kingdom (UK)","10.01.2016 17:00 - 10.01.2016 17:30 (UTC)","N/A","n/e","n/e","17510","10126","0","n/e","n/e","n/e","1453","","1053","n/e","n/e","6614","2090","n/e","17","n/e","3191","3695"
"United Kingdom (UK)","10.01.2016 17:30 - 10.01.2016 18:00 (UTC)","N/A","n/e","n/e","17756","10186","0","n/e","n/e","n/e","1364","","1062","n/e","n/e","6618","2089","n/e","9","n/e","3162","3645"
"United Kingdom (UK)","10.01.2016 18:00 - 10.01.2016 18:30 (UTC)","N/A","n/e","n/e","17826","9828","0","n/e","n/e","n/e","1220","","1063","n/e","n/e","6674","2088","n/e","0","n/e","3250","3569"
"United Kingdom (UK)","10.01.2016 18:30 - 10.01.2016 19:00 (UTC)","N/A","n/e","n/e","17484","9777","0","n/e","n/e","n/e","604","","1062","n/e","n/e","6718","2062","n/e","0","n/e","3394","3610"
"United Kingdom (UK)","10.01.2016 19:00 - 10.01.2016 19:30 (UTC)","N/A","n/e","n/e","16659","9516","0","n/e","n/e","n/e","354","","983","n/e","n/e","6812","2091","n/e","0","n/e","3469","3544"
"United Kingdom (UK)","10.01.2016 19:30 - 10.01.2016 20:00 (UTC)","N/A","n/e","n/e","16021","8913","0","n/e","n/e","n/e","499","","979","n/e","n/e","6824","2089","n/e","0","n/e","3342","3467"
"United Kingdom (UK)","10.01.2016 20:00 - 10.01.2016 20:30 (UTC)","N/A","n/e","n/e","15337","8212","0","n/e","n/e","n/e","604","","974","n/e","n/e","6913","2091","n/e","0","n/e","3386","3481"
"United Kingdom (UK)","10.01.2016 20:30 - 10.01.2016 21:00 (UTC)","N/A","n/e","n/e","14509","7565","0","n/e","n/e","n/e","494","","786","n/e","n/e","6910","2090","n/e","0","n/e","3419","3564"
"United Kingdom (UK)","10.01.2016 21:00 - 10.01.2016 21:30 (UTC)","N/A","n/e","n/e","13200","7113","0","n/e","n/e","n/e","845","","744","n/e","n/e","6909","2089","n/e","0","n/e","3307","3562"
"United Kingdom (UK)","10.01.2016 21:30 - 10.01.2016 22:00 (UTC)","N/A","n/e","n/e","11874","6540","0","n/e","n/e","n/e","366","","568","n/e","n/e","6910","2090","n/e","0","n/e","3292","3465"
"United Kingdom (UK)","10.01.2016 22:00 - 10.01.2016 22:30 (UTC)","N/A","n/e","n/e","10377","6383","0","n/e","n/e","n/e","441","","557","n/e","n/e","6919","2056","n/e","0","n/e","3145","3390"
"United Kingdom (UK)","10.01.2016 22:30 - 10.01.2016 23:00 (UTC)","N/A","n/e","n/e","8713","6218","0","n/e","n/e","n/e","334","","551","n/e","n/e","6800","2036","n/e","0","n/e","3170","3445"
"United Kingdom (UK)","10.01.2016 23:00 - 10.01.2016 23:30 (UTC)","N/A","n/e","n/e","7891","5532","0","n/e","n/e","n/e","110","","485","n/e","n/e","6681","2035","n/e","0","n/e","3035","3321"
"United Kingdom (UK)","10.01.2016 23:30 - 11.01.2016 00:00 (UTC)","N/A","n/e","n/e","7611","4798","0","n/e","n/e","n/e","48","","478","n/e","n/e","6686","2036","n/e","0","n/e","2902","3229"
"United Kingdom (UK)","11.01.2016 00:00 - 11.01.2016 00:30 (UTC)","N/A","n/e","n/e","7215","4635","0","n/e","n/e","n/e","105","","477","n/e","n/e","6677","2033","n/e","0","n/e","2499","3137"
"United Kingdom (UK)","11.01.2016 00:30 - 11.01.2016 01:00 (UTC)","N/A","n/e","n/e","7821","4433","0","n/e","n/e","n/e","0","","477","n/e","n/e","6679","2034","n/e","0","n/e","2307","3162"
"United Kingdom (UK)","11.01.2016 01:00 - 11.01.2016 01:30 (UTC)","N/A","n/e","n/e","8612","4589","0","n/e","n/e","n/e","0","","494","n/e","n/e","6770","1973","n/e","0","n/e","2549","3188"
"United Kingdom (UK)","11.01.2016 01:30 - 11.01.2016 02:00 (UTC)","N/A","n/e","n/e","8346","4552","0","n/e","n/e","n/e","0","","486","n/e","n/e","6808","1957","n/e","0","n/e","2657","3077"
"United Kingdom (UK)","11.01.2016 02:00 - 11.01.2016 02:30 (UTC)","N/A","n/e","n/e","8474","4556","0","n/e","n/e","n/e","0","","474","n/e","n/e","6641","1956","n/e","0","n/e","2767","2668"
