"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2016 10:30 - 01.01.2016 11:00 (UTC)","N/A","n/e","n/e","8440","4050","0","n/e","n/e","n/e","491","","686","n/e","n/e","8231","2040","n/e","505","n/e","1757","3727"
"United Kingdom (UK)","01.01.2016 11:00 - 01.01.2016 11:30 (UTC)","N/A","n/e","n/e","8801","4346","0","n/e","n/e","n/e","490","","906","n/e","n/e","8233","2038","n/e","653","n/e","2027","3982"
"United Kingdom (UK)","01.01.2016 11:30 - 01.01.2016 12:00 (UTC)","N/A","n/e","n/e","9249","4485","0","n/e","n/e","n/e","457","","902","n/e","n/e","8230","2043","n/e","713","n/e","2259","3987"
"United Kingdom (UK)","01.01.2016 12:00 - 01.01.2016 12:30 (UTC)","N/A","n/e","n/e","9718","4834","0","n/e","n/e","n/e","489","","997","n/e","n/e","8235","2027","n/e","773","n/e","2440","3973"
"United Kingdom (UK)","01.01.2016 12:30 - 01.01.2016 13:00 (UTC)","N/A","n/e","n/e","9804","5289","0","n/e","n/e","n/e","569","","986","n/e","n/e","8233","2042","n/e","739","n/e","2522","4053"
"United Kingdom (UK)","01.01.2016 13:00 - 01.01.2016 13:30 (UTC)","N/A","n/e","n/e","9659","5244","0","n/e","n/e","n/e","639","","1021","n/e","n/e","8242","2041","n/e","704","n/e","2809","4330"
"United Kingdom (UK)","01.01.2016 13:30 - 01.01.2016 14:00 (UTC)","N/A","n/e","n/e","9432","4866","0","n/e","n/e","n/e","647","","1035","n/e","n/e","8234","2040","n/e","615","n/e","3016","4523"
"United Kingdom (UK)","01.01.2016 14:00 - 01.01.2016 14:30 (UTC)","N/A","n/e","n/e","9601","4337","0","n/e","n/e","n/e","652","","1037","n/e","n/e","8236","2034","n/e","526","n/e","3186","4827"
"United Kingdom (UK)","01.01.2016 14:30 - 01.01.2016 15:00 (UTC)","N/A","n/e","n/e","9474","4359","0","n/e","n/e","n/e","638","","878","n/e","n/e","8236","2041","n/e","416","n/e","3297","4996"
"United Kingdom (UK)","01.01.2016 15:00 - 01.01.2016 15:30 (UTC)","N/A","n/e","n/e","9438","4583","0","n/e","n/e","n/e","602","","792","n/e","n/e","8229","2044","n/e","306","n/e","3480","5188"
"United Kingdom (UK)","01.01.2016 15:30 - 01.01.2016 16:00 (UTC)","N/A","n/e","n/e","9753","4673","0","n/e","n/e","n/e","358","","768","n/e","n/e","8233","2039","n/e","205","n/e","3410","5358"
"United Kingdom (UK)","01.01.2016 16:00 - 01.01.2016 16:30 (UTC)","N/A","n/e","n/e","10897","4643","0","n/e","n/e","n/e","404","","704","n/e","n/e","8239","2035","n/e","103","n/e","3605","5548"
"United Kingdom (UK)","01.01.2016 16:30 - 01.01.2016 17:00 (UTC)","N/A","n/e","n/e","11991","4873","0","n/e","n/e","n/e","566","","689","n/e","n/e","8236","2044","n/e","54","n/e","3688","5802"
"United Kingdom (UK)","01.01.2016 17:00 - 01.01.2016 17:30 (UTC)","N/A","n/e","n/e","12426","4905","0","n/e","n/e","n/e","801","","701","n/e","n/e","8232","2043","n/e","4","n/e","3729","5913"
"United Kingdom (UK)","01.01.2016 17:30 - 01.01.2016 18:00 (UTC)","N/A","n/e","n/e","12378","5016","0","n/e","n/e","n/e","692","","737","n/e","n/e","8234","2043","n/e","2","n/e","3699","5870"
"United Kingdom (UK)","01.01.2016 18:00 - 01.01.2016 18:30 (UTC)","N/A","n/e","n/e","12262","4847","0","n/e","n/e","n/e","389","","743","n/e","n/e","8231","2007","n/e","0","n/e","3707","5937"
"United Kingdom (UK)","01.01.2016 18:30 - 01.01.2016 19:00 (UTC)","N/A","n/e","n/e","11675","4734","0","n/e","n/e","n/e","410","","743","n/e","n/e","8236","2035","n/e","0","n/e","3677","5873"
"United Kingdom (UK)","01.01.2016 19:00 - 01.01.2016 19:30 (UTC)","N/A","n/e","n/e","10835","4532","0","n/e","n/e","n/e","483","","726","n/e","n/e","8238","2041","n/e","0","n/e","3801","5570"
"United Kingdom (UK)","01.01.2016 19:30 - 01.01.2016 20:00 (UTC)","N/A","n/e","n/e","9865","4133","0","n/e","n/e","n/e","874","","727","n/e","n/e","8230","2042","n/e","0","n/e","3774","5368"
"United Kingdom (UK)","01.01.2016 20:00 - 01.01.2016 20:30 (UTC)","N/A","n/e","n/e","9533","3808","0","n/e","n/e","n/e","791","","727","n/e","n/e","8234","2028","n/e","0","n/e","3775","5383"
"United Kingdom (UK)","01.01.2016 20:30 - 01.01.2016 21:00 (UTC)","N/A","n/e","n/e","8841","3438","0","n/e","n/e","n/e","454","","724","n/e","n/e","8230","2039","n/e","0","n/e","3800","5281"
"United Kingdom (UK)","01.01.2016 21:00 - 01.01.2016 21:30 (UTC)","N/A","n/e","n/e","8020","3422","0","n/e","n/e","n/e","713","","708","n/e","n/e","8230","2041","n/e","0","n/e","3794","5161"
"United Kingdom (UK)","01.01.2016 21:30 - 01.01.2016 22:00 (UTC)","N/A","n/e","n/e","6989","3231","0","n/e","n/e","n/e","349","","720","n/e","n/e","8227","2039","n/e","0","n/e","3801","5032"
"United Kingdom (UK)","01.01.2016 22:00 - 01.01.2016 22:30 (UTC)","N/A","n/e","n/e","6022","3113","0","n/e","n/e","n/e","344","","721","n/e","n/e","8231","2044","n/e","0","n/e","3829","5052"
"United Kingdom (UK)","01.01.2016 22:30 - 01.01.2016 23:00 (UTC)","N/A","n/e","n/e","4961","2977","0","n/e","n/e","n/e","380","","720","n/e","n/e","8240","2042","n/e","0","n/e","3845","4892"
"United Kingdom (UK)","01.01.2016 23:00 - 01.01.2016 23:30 (UTC)","N/A","n/e","n/e","4802","2392","0","n/e","n/e","n/e","192","","712","n/e","n/e","8168","2006","n/e","0","n/e","3861","4865"
"United Kingdom (UK)","01.01.2016 23:30 - 02.01.2016 00:00 (UTC)","N/A","n/e","n/e","4304","2443","0","n/e","n/e","n/e","40","","712","n/e","n/e","8116","2032","n/e","0","n/e","3853","4850"
"United Kingdom (UK)","02.01.2016 00:00 - 02.01.2016 00:30 (UTC)","N/A","n/e","n/e","4331","2288","0","n/e","n/e","n/e","0","","694","n/e","n/e","8057","1756","n/e","0","n/e","3339","4828"
"United Kingdom (UK)","02.01.2016 00:30 - 02.01.2016 01:00 (UTC)","N/A","n/e","n/e","4418","2126","0","n/e","n/e","n/e","0","","694","n/e","n/e","8030","1706","n/e","0","n/e","3316","4851"
"United Kingdom (UK)","02.01.2016 01:00 - 02.01.2016 01:30 (UTC)","N/A","n/e","n/e","4479","2197","0","n/e","n/e","n/e","0","","693","n/e","n/e","7950","1869","n/e","0","n/e","3290","4943"
"United Kingdom (UK)","02.01.2016 01:30 - 02.01.2016 02:00 (UTC)","N/A","n/e","n/e","4427","2182","0","n/e","n/e","n/e","0","","691","n/e","n/e","7951","1974","n/e","0","n/e","177","2663"
"United Kingdom (UK)","02.01.2016 02:00 - 02.01.2016 02:30 (UTC)","N/A","n/e","n/e","4118","2112","0","n/e","n/e","n/e","0","","687","n/e","n/e","7882","1852","n/e","0","n/e","172","2605"
"United Kingdom (UK)","02.01.2016 02:30 - 02.01.2016 03:00 (UTC)","N/A","n/e","n/e","4080","2244","0","n/e","n/e","n/e","0","","670","n/e","n/e","7802","1910","n/e","0","n/e","172","2556"
"United Kingdom (UK)","02.01.2016 03:00 - 02.01.2016 03:30 (UTC)","N/A","n/e","n/e","3855","2214","0","n/e","n/e","n/e","0","","670","n/e","n/e","7801","2023","n/e","0","n/e","167","2447"
"United Kingdom (UK)","02.01.2016 03:30 - 02.01.2016 04:00 (UTC)","N/A","n/e","n/e","3452","1927","0","n/e","n/e","n/e","0","","650","n/e","n/e","7801","2012","n/e","0","n/e","167","2403"
"United Kingdom (UK)","02.01.2016 04:00 - 02.01.2016 04:30 (UTC)","N/A","n/e","n/e","3643","1769","0","n/e","n/e","n/e","0","","649","n/e","n/e","7794","1308","n/e","0","n/e","3252","5100"
"United Kingdom (UK)","02.01.2016 04:30 - 02.01.2016 05:00 (UTC)","N/A","n/e","n/e","3613","1819","0","n/e","n/e","n/e","0","","648","n/e","n/e","7793","1158","n/e","0","n/e","3235","5219"
"United Kingdom (UK)","02.01.2016 05:00 - 02.01.2016 05:30 (UTC)","N/A","n/e","n/e","3636","1873","0","n/e","n/e","n/e","0","","650","n/e","n/e","7795","1157","n/e","0","n/e","164","2234"
"United Kingdom (UK)","02.01.2016 05:30 - 02.01.2016 06:00 (UTC)","N/A","n/e","n/e","3653","2195","0","n/e","n/e","n/e","0","","646","n/e","n/e","7795","1311","n/e","0","n/e","164","2211"
"United Kingdom (UK)","02.01.2016 06:00 - 02.01.2016 06:30 (UTC)","N/A","n/e","n/e","3803","1981","0","n/e","n/e","n/e","0","","650","n/e","n/e","7789","1196","n/e","0","n/e","3629","5027"
"United Kingdom (UK)","02.01.2016 06:30 - 02.01.2016 07:00 (UTC)","N/A","n/e","n/e","3582","2079","0","n/e","n/e","n/e","0","","649","n/e","n/e","7784","1314","n/e","0","n/e","3210","4927"
"United Kingdom (UK)","02.01.2016 07:00 - 02.01.2016 07:30 (UTC)","N/A","n/e","n/e","4154","2445","0","n/e","n/e","n/e","0","","651","n/e","n/e","7790","1724","n/e","0","n/e","3191","4794"
"United Kingdom (UK)","02.01.2016 07:30 - 02.01.2016 08:00 (UTC)","N/A","n/e","n/e","4294","2787","0","n/e","n/e","n/e","167","","653","n/e","n/e","7789","2027","n/e","0","n/e","3640","4665"
"United Kingdom (UK)","02.01.2016 08:00 - 02.01.2016 08:30 (UTC)","N/A","n/e","n/e","5164","3067","0","n/e","n/e","n/e","343","","653","n/e","n/e","7793","2038","n/e","0","n/e","3181","4585"
"United Kingdom (UK)","02.01.2016 08:30 - 02.01.2016 09:00 (UTC)","N/A","n/e","n/e","6212","3344","0","n/e","n/e","n/e","350","","655","n/e","n/e","7791","2036","n/e","38","n/e","3143","4491"
"United Kingdom (UK)","02.01.2016 09:00 - 02.01.2016 09:30 (UTC)","N/A","n/e","n/e","7320","3717","0","n/e","n/e","n/e","342","","656","n/e","n/e","7797","1943","n/e","84","n/e","3087","4275"
"United Kingdom (UK)","02.01.2016 09:30 - 02.01.2016 10:00 (UTC)","N/A","n/e","n/e","8268","3945","0","n/e","n/e","n/e","342","","670","n/e","n/e","7790","2032","n/e","134","n/e","3070","4328"
"United Kingdom (UK)","02.01.2016 10:00 - 02.01.2016 10:30 (UTC)","N/A","n/e","n/e","9301","4025","0","n/e","n/e","n/e","342","","743","n/e","n/e","7793","2027","n/e","217","n/e","3171","4220"
"United Kingdom (UK)","02.01.2016 10:30 - 02.01.2016 11:00 (UTC)","N/A","n/e","n/e","10123","4079","0","n/e","n/e","n/e","342","","711","n/e","n/e","7787","2035","n/e","248","n/e","3225","4158"
"United Kingdom (UK)","02.01.2016 11:00 - 02.01.2016 11:30 (UTC)","N/A","n/e","n/e","10442","4191","0","n/e","n/e","n/e","344","","987","n/e","n/e","7786","2039","n/e","336","n/e","3223","4197"
"United Kingdom (UK)","02.01.2016 11:30 - 02.01.2016 12:00 (UTC)","N/A","n/e","n/e","11115","4132","0","n/e","n/e","n/e","451","","1039","n/e","n/e","7785","2042","n/e","316","n/e","3213","3955"
"United Kingdom (UK)","02.01.2016 12:00 - 02.01.2016 12:30 (UTC)","N/A","n/e","n/e","11773","4069","0","n/e","n/e","n/e","698","","1051","n/e","n/e","7782","2044","n/e","373","n/e","3091","3616"
"United Kingdom (UK)","02.01.2016 12:30 - 02.01.2016 13:00 (UTC)","N/A","n/e","n/e","12057","4366","0","n/e","n/e","n/e","511","","1060","n/e","n/e","7787","2040","n/e","311","n/e","3081","3656"
"United Kingdom (UK)","02.01.2016 13:00 - 02.01.2016 13:30 (UTC)","N/A","n/e","n/e","12340","4182","0","n/e","n/e","n/e","428","","1058","n/e","n/e","7784","2041","n/e","412","n/e","2958","3512"
"United Kingdom (UK)","02.01.2016 13:30 - 02.01.2016 14:00 (UTC)","N/A","n/e","n/e","12663","4098","0","n/e","n/e","n/e","432","","1058","n/e","n/e","7779","2037","n/e","248","n/e","2778","3496"
"United Kingdom (UK)","02.01.2016 14:00 - 02.01.2016 14:30 (UTC)","N/A","n/e","n/e","12654","3967","0","n/e","n/e","n/e","502","","1061","n/e","n/e","7776","2041","n/e","242","n/e","2744","3227"
"United Kingdom (UK)","02.01.2016 14:30 - 02.01.2016 15:00 (UTC)","N/A","n/e","n/e","13220","3726","0","n/e","n/e","n/e","350","","1062","n/e","n/e","7784","2036","n/e","152","n/e","2725","3145"
"United Kingdom (UK)","02.01.2016 15:00 - 02.01.2016 15:30 (UTC)","N/A","n/e","n/e","13242","3999","0","n/e","n/e","n/e","398","","1063","n/e","n/e","7781","2040","n/e","167","n/e","2649","3056"
"United Kingdom (UK)","02.01.2016 15:30 - 02.01.2016 16:00 (UTC)","N/A","n/e","n/e","13344","4569","0","n/e","n/e","n/e","349","","1063","n/e","n/e","7775","2022","n/e","56","n/e","2657","3022"
"United Kingdom (UK)","02.01.2016 16:00 - 02.01.2016 16:30 (UTC)","N/A","n/e","n/e","14243","5067","0","n/e","n/e","n/e","363","","1063","n/e","n/e","7780","2037","n/e","66","n/e","2680","3072"
"United Kingdom (UK)","02.01.2016 16:30 - 02.01.2016 17:00 (UTC)","N/A","n/e","n/e","15803","5516","0","n/e","n/e","n/e","456","","1068","n/e","n/e","7794","2040","n/e","4","n/e","2676","3142"
"United Kingdom (UK)","02.01.2016 17:00 - 02.01.2016 17:30 (UTC)","N/A","n/e","n/e","16443","5848","0","n/e","n/e","n/e","1126","","1077","n/e","n/e","7793","2043","n/e","4","n/e","2747","3155"
"United Kingdom (UK)","02.01.2016 17:30 - 02.01.2016 18:00 (UTC)","N/A","n/e","n/e","16668","5906","0","n/e","n/e","n/e","1518","","1076","n/e","n/e","7784","2034","n/e","0","n/e","2703","3179"
"United Kingdom (UK)","02.01.2016 18:00 - 02.01.2016 18:30 (UTC)","N/A","n/e","n/e","16583","6010","0","n/e","n/e","n/e","1410","","1074","n/e","n/e","7794","2022","n/e","0","n/e","2602","3244"
"United Kingdom (UK)","02.01.2016 18:30 - 02.01.2016 19:00 (UTC)","N/A","n/e","n/e","16586","5560","0","n/e","n/e","n/e","1360","","1038","n/e","n/e","7781","2039","n/e","0","n/e","2229","3279"
"United Kingdom (UK)","02.01.2016 19:00 - 02.01.2016 19:30 (UTC)","N/A","n/e","n/e","16340","5223","0","n/e","n/e","n/e","983","","1006","n/e","n/e","7786","1986","n/e","0","n/e","2065","3318"
"United Kingdom (UK)","02.01.2016 19:30 - 02.01.2016 20:00 (UTC)","N/A","n/e","n/e","15615","4967","0","n/e","n/e","n/e","342","","1075","n/e","n/e","7792","1986","n/e","0","n/e","143","1441"
"United Kingdom (UK)","02.01.2016 20:00 - 02.01.2016 20:30 (UTC)","N/A","n/e","n/e","14573","4296","0","n/e","n/e","n/e","442","","1099","n/e","n/e","7782","2041","n/e","0","n/e","140","1311"
"United Kingdom (UK)","02.01.2016 20:30 - 02.01.2016 21:00 (UTC)","N/A","n/e","n/e","13375","4205","0","n/e","n/e","n/e","342","","1097","n/e","n/e","7787","2042","n/e","0","n/e","140","1314"
"United Kingdom (UK)","02.01.2016 21:00 - 02.01.2016 21:30 (UTC)","N/A","n/e","n/e","12452","4180","0","n/e","n/e","n/e","439","","797","n/e","n/e","7777","2042","n/e","0","n/e","136","1315"
"United Kingdom (UK)","02.01.2016 21:30 - 02.01.2016 22:00 (UTC)","N/A","n/e","n/e","11134","4002","0","n/e","n/e","n/e","342","","792","n/e","n/e","7783","2038","n/e","0","n/e","136","1315"
"United Kingdom (UK)","02.01.2016 22:00 - 02.01.2016 22:30 (UTC)","N/A","n/e","n/e","10188","3562","0","n/e","n/e","n/e","381","","794","n/e","n/e","7790","2043","n/e","0","n/e","2502","3407"
"United Kingdom (UK)","02.01.2016 22:30 - 02.01.2016 23:00 (UTC)","N/A","n/e","n/e","9351","3085","0","n/e","n/e","n/e","352","","796","n/e","n/e","7783","2039","n/e","0","n/e","2583","3363"
"United Kingdom (UK)","02.01.2016 23:00 - 02.01.2016 23:30 (UTC)","N/A","n/e","n/e","8746","2868","0","n/e","n/e","n/e","67","","736","n/e","n/e","7775","2041","n/e","0","n/e","2588","3424"
"United Kingdom (UK)","02.01.2016 23:30 - 03.01.2016 00:00 (UTC)","N/A","n/e","n/e","7925","2787","0","n/e","n/e","n/e","41","","733","n/e","n/e","7777","2038","n/e","0","n/e","2545","3426"
"United Kingdom (UK)","03.01.2016 00:00 - 03.01.2016 00:30 (UTC)","N/A","n/e","n/e","7473","2575","0","n/e","n/e","n/e","0","","734","n/e","n/e","7779","2043","n/e","0","n/e","2826","3541"
"United Kingdom (UK)","03.01.2016 00:30 - 03.01.2016 01:00 (UTC)","N/A","n/e","n/e","7141","2642","0","n/e","n/e","n/e","0","","728","n/e","n/e","7778","2039","n/e","0","n/e","2666","3521"
"United Kingdom (UK)","03.01.2016 01:00 - 03.01.2016 01:30 (UTC)","N/A","n/e","n/e","7531","2597","0","n/e","n/e","n/e","0","","698","n/e","n/e","7775","2041","n/e","0","n/e","2486","3383"
"United Kingdom (UK)","03.01.2016 01:30 - 03.01.2016 02:00 (UTC)","N/A","n/e","n/e","7314","2653","0","n/e","n/e","n/e","0","","673","n/e","n/e","7780","2040","n/e","0","n/e","2371","3418"
"United Kingdom (UK)","03.01.2016 02:00 - 03.01.2016 02:30 (UTC)","N/A","n/e","n/e","6893","2556","0","n/e","n/e","n/e","0","","675","n/e","n/e","7779","2042","n/e","0","n/e","2341","3564"
"United Kingdom (UK)","03.01.2016 02:30 - 03.01.2016 03:00 (UTC)","N/A","n/e","n/e","6708","2384","0","n/e","n/e","n/e","0","","672","n/e","n/e","7786","2040","n/e","0","n/e","2341","3593"
"United Kingdom (UK)","03.01.2016 03:00 - 03.01.2016 03:30 (UTC)","N/A","n/e","n/e","6004","2395","0","n/e","n/e","n/e","0","","672","n/e","n/e","7784","2044","n/e","0","n/e","2465","3690"
"United Kingdom (UK)","03.01.2016 03:30 - 03.01.2016 04:00 (UTC)","N/A","n/e","n/e","5291","2390","0","n/e","n/e","n/e","0","","673","n/e","n/e","7787","2042","n/e","0","n/e","2542","3728"
"United Kingdom (UK)","03.01.2016 04:00 - 03.01.2016 04:30 (UTC)","N/A","n/e","n/e","5021","2314","0","n/e","n/e","n/e","0","","658","n/e","n/e","7781","2005","n/e","0","n/e","2603","3788"
"United Kingdom (UK)","03.01.2016 04:30 - 03.01.2016 05:00 (UTC)","N/A","n/e","n/e","5073","2193","0","n/e","n/e","n/e","0","","660","n/e","n/e","7795","1796","n/e","0","n/e","2140","3797"
"United Kingdom (UK)","03.01.2016 05:00 - 03.01.2016 05:30 (UTC)","N/A","n/e","n/e","5305","2131","0","n/e","n/e","n/e","0","","660","n/e","n/e","7781","1459","n/e","0","n/e","2251","3838"
"United Kingdom (UK)","03.01.2016 05:30 - 03.01.2016 06:00 (UTC)","N/A","n/e","n/e","4976","2173","0","n/e","n/e","n/e","0","","658","n/e","n/e","7791","1810","n/e","0","n/e","2223","4030"
"United Kingdom (UK)","03.01.2016 06:00 - 03.01.2016 06:30 (UTC)","N/A","n/e","n/e","5471","2251","0","n/e","n/e","n/e","0","","661","n/e","n/e","7774","2028","n/e","0","n/e","1945","4222"
"United Kingdom (UK)","03.01.2016 06:30 - 03.01.2016 07:00 (UTC)","N/A","n/e","n/e","5838","2271","0","n/e","n/e","n/e","0","","661","n/e","n/e","7782","2044","n/e","0","n/e","1875","4189"
"United Kingdom (UK)","03.01.2016 07:00 - 03.01.2016 07:30 (UTC)","N/A","n/e","n/e","6037","2219","0","n/e","n/e","n/e","0","","678","n/e","n/e","7774","2042","n/e","0","n/e","2097","4313"
"United Kingdom (UK)","03.01.2016 07:30 - 03.01.2016 08:00 (UTC)","N/A","n/e","n/e","5464","2185","0","n/e","n/e","n/e","0","","677","n/e","n/e","7786","2042","n/e","0","n/e","2234","4228"
"United Kingdom (UK)","03.01.2016 08:00 - 03.01.2016 08:30 (UTC)","N/A","n/e","n/e","6046","2261","0","n/e","n/e","n/e","0","","681","n/e","n/e","7781","2042","n/e","0","n/e","2422","4138"
"United Kingdom (UK)","03.01.2016 08:30 - 03.01.2016 09:00 (UTC)","N/A","n/e","n/e","6697","2570","0","n/e","n/e","n/e","221","","681","n/e","n/e","7786","2045","n/e","13","n/e","2911","3916"
"United Kingdom (UK)","03.01.2016 09:00 - 03.01.2016 09:30 (UTC)","N/A","n/e","n/e","7255","2643","0","n/e","n/e","n/e","343","","696","n/e","n/e","7785","2042","n/e","26","n/e","3176","4016"
"United Kingdom (UK)","03.01.2016 09:30 - 03.01.2016 10:00 (UTC)","N/A","n/e","n/e","8632","2706","0","n/e","n/e","n/e","347","","697","n/e","n/e","7779","2043","n/e","90","n/e","3230","4203"
"United Kingdom (UK)","03.01.2016 10:00 - 03.01.2016 10:30 (UTC)","N/A","n/e","n/e","10010","2674","0","n/e","n/e","n/e","648","","699","n/e","n/e","7782","2044","n/e","154","n/e","3175","4311"
"United Kingdom (UK)","03.01.2016 10:30 - 03.01.2016 11:00 (UTC)","N/A","n/e","n/e","11274","2820","0","n/e","n/e","n/e","556","","699","n/e","n/e","7791","2044","n/e","241","n/e","3198","4452"
